attendance_id,employee_id,status,leave_type
49574,1666,Present,None
49575,4890,Present,Casual
49576,1258,Leave,Casual
49577,3962,Present,None
49578,4615,Present,Earned
49579,3268,Present,Earned
49580,1463,Present,Earned
49581,2313,Present,Casual
49582,2962,WFH,Unpaid
49583,1430,Present,None
49584,2948,Present,Casual
49585,4501,Present,Sick
49586,2246,Present,Earned
49587,4988,Present,Unpaid
49588,3391,Leave,Casual
49589,1335,Leave,Unpaid
49590,4209,Absent,Unpaid
49591,4790,Present,Earned
49592,2372,Present,Sick
49593,3970,Leave,Casual
49594,1683,Leave,Earned
49595,778,Present,Sick
49596,2846,Leave,None
49597,868,Leave,Earned
49598,4577,Present,Casual
49599,1509,Present,None
49600,1663,Present,None
49601,2381,Leave,Unpaid
49602,3599,Present,Earned
49603,3774,Present,Sick
49604,3865,Present,Casual
49605,2443,Present,Casual
49606,3116,Present,Casual
49607,2342,Present,None
49608,721,Absent,Earned
49609,3068,WFH,None
49610,170,Present,Sick
49611,3256,Present,Unpaid
49612,2513,Present,None
49613,394,Present,Casual
49614,3075,Present,Earned
49615,519,Present,Sick
49616,1473,Present,None
49617,3076,Present,Casual
49618,2992,Present,Sick
49619,1214,Present,Casual
49620,4153,Present,Casual
49621,1150,Present,Earned
49622,2073,Leave,None
49623,1740,Present,Casual
49624,2921,Present,Casual
49625,1853,Leave,Earned
49626,3441,Present,Unpaid
49627,12,Present,Unpaid
49628,2583,Present,Earned
49629,2028,Present,None
49630,1613,Present,None
49631,3698,Present,Unpaid
49632,4413,Present,Unpaid
49633,3259,Present,Unpaid
49634,394,Present,Sick
49635,1041,Present,Earned
49636,982,Leave,Unpaid
49637,1750,Present,Sick
49638,5,Present,Sick
49639,1889,Present,Earned
49640,4062,Present,Earned
49641,4281,Present,Earned
49642,875,Present,None
49643,4195,Present,Unpaid
49644,2149,Present,Unpaid
49645,1724,Present,Earned
49646,8,WFH,None
49647,6,Present,Sick
49648,4801,Present,Casual
49649,2914,Leave,Sick
49650,4763,Present,Casual
49651,3644,Present,None
49652,3630,Present,Sick
49653,3487,Present,Sick
49654,4451,Present,Casual
49655,1528,Leave,Earned
49656,847,Present,Sick
49657,601,Present,Casual
49658,2352,WFH,Unpaid
49659,4518,Present,Earned
49660,788,Present,Casual
49661,2895,Present,Earned
49662,4476,Present,Unpaid
49663,3616,Present,Sick
49664,4176,Present,Earned
49665,4609,Present,Earned
49666,3796,Present,Sick
49667,756,Present,Unpaid
49668,3303,Present,Sick
49669,4128,Present,None
49670,4701,Present,None
49671,538,Present,Sick
49672,4864,Present,Sick
49673,3757,Present,Sick
49674,4374,Leave,Sick
49675,4790,Present,None
49676,1935,Present,Sick
49677,2341,Absent,Unpaid
49678,4015,Present,Earned
49679,546,Absent,Earned
49680,1103,Leave,Unpaid
49681,612,Absent,Sick
49682,4317,Absent,Casual
49683,2034,Present,Earned
49684,2371,Leave,Unpaid
49685,2531,Present,Unpaid
49686,2262,Leave,Casual
49687,3798,WFH,Casual
49688,694,Leave,Earned
49689,1625,Present,Sick
49690,1111,Present,Unpaid
49691,3775,Leave,None
49692,4918,Leave,Unpaid
49693,3631,Present,Sick
49694,3624,Leave,Earned
49695,4251,Present,Unpaid
49696,1089,Present,Earned
49697,1478,Present,Sick
49698,2966,Present,Sick
49699,2328,Present,Unpaid
49700,26,Present,Casual
49701,650,Present,None
49702,96,WFH,Earned
49703,2393,Present,Sick
49704,1452,Present,Sick
49705,162,Present,None
49706,468,Present,Casual
49707,3385,Present,Sick
49708,1884,Present,None
49709,239,Present,Earned
49710,3091,Present,Unpaid
49711,1071,Leave,Sick
49712,47,Present,Earned
49713,1842,Present,Unpaid
49714,344,Present,Casual
49715,721,Leave,Casual
49716,4376,Present,Casual
49717,399,Present,Unpaid
49718,4084,Present,Casual
49719,1711,Leave,Earned
49720,1151,WFH,None
49721,2242,Present,Sick
49722,1346,Present,Unpaid
49723,3410,Absent,Casual
49724,2906,Present,None
49725,593,Present,Unpaid
49726,2196,Present,None
49727,2643,Present,Sick
49728,599,Present,Sick
49729,945,Present,Unpaid
49730,1148,Present,Unpaid
49731,4672,Present,None
49732,1914,Present,Earned
49733,2051,Leave,Unpaid
49734,4736,Present,Earned
49735,3002,Present,Earned
49736,2059,Present,Casual
49737,2290,Present,Sick
49738,2874,Present,Sick
49739,2778,Present,Sick
49740,4978,Present,Sick
49741,933,Present,Casual
49742,1367,Present,Sick
49743,95,Present,Casual
49744,2912,Present,Sick
49745,420,Present,Casual
49746,4295,WFH,Unpaid
49747,652,WFH,Unpaid
49748,725,Present,Unpaid
49749,4218,Present,Casual
49750,129,Present,None
49751,235,Present,Unpaid
49752,1477,Present,Sick
49753,969,Leave,Casual
49754,2442,Leave,Unpaid
49755,4747,Present,Unpaid
49756,574,Present,Casual
49757,3609,Present,Earned
49758,1894,Present,None
49759,4066,Present,Sick
49760,1675,Present,Earned
49761,2594,Absent,Earned
49762,922,Present,Unpaid
49763,4105,Present,None
49764,2664,Present,Unpaid
49765,2533,Leave,Casual
49766,1548,Absent,Casual
49767,4748,Present,Earned
49768,3360,Present,Casual
49769,1429,Present,None
49770,917,Present,Casual
49771,2209,Present,Unpaid
49772,590,Present,Casual
49773,1190,Present,Earned
49774,2441,Present,Sick
49775,4685,Present,None
49776,4953,Present,Sick
49777,2491,WFH,Unpaid
49778,3744,Present,Sick
49779,2315,Present,Earned
49780,750,Present,None
49781,1906,Present,Casual
49782,1457,Present,None
49783,3750,Present,None
49784,3771,Present,Earned
49785,1148,Leave,Sick
49786,1940,Present,Earned
49787,2802,Present,None
49788,4288,Leave,Casual
49789,1842,Leave,Earned
49790,3518,Present,Sick
49791,372,Absent,Unpaid
49792,763,Present,Unpaid
49793,4994,Present,Sick
49794,4655,Present,None
49795,689,Present,Unpaid
49796,3312,Present,Earned
49797,2291,Present,Casual
49798,1608,WFH,Earned
49799,2364,Present,Casual
49800,2078,Present,None
49801,4542,Present,None
49802,351,Present,Sick
49803,1359,Present,Unpaid
49804,4361,Present,None
49805,4767,WFH,Unpaid
49806,4328,Present,Casual
49807,2654,Present,Unpaid
49808,2842,Present,Earned
49809,1082,Present,None
49810,3252,Present,Unpaid
49811,417,Present,Earned
49812,1262,Present,Casual
49813,2487,Present,Sick
49814,4821,Present,None
49815,4169,Present,None
49816,772,Present,None
49817,1817,Present,Sick
49818,1260,Present,Earned
49819,1100,Present,Sick
49820,2848,Present,Sick
49821,1889,Present,Earned
49822,736,Present,Unpaid
49823,622,Present,Earned
49824,1552,Present,Casual
49825,3525,Present,None
49826,4888,Leave,Earned
49827,3257,Absent,Sick
49828,1943,Present,Earned
49829,1631,Leave,Earned
49830,387,Present,Sick
49831,598,Present,Sick
49832,1636,Present,None
49833,2145,Present,Unpaid
49834,1843,Present,Earned
49835,4951,Present,Sick
49836,2354,Present,Casual
49837,710,Present,Earned
49838,4875,Present,Earned
49839,2210,Present,Earned
49840,247,Present,Casual
49841,492,Present,Unpaid
49842,4324,Present,Sick
49843,2267,WFH,Sick
49844,1862,Present,Unpaid
49845,2905,Present,Casual
49846,4391,Leave,Unpaid
49847,2651,Present,None
49848,2303,Present,Sick
49849,4845,Present,Earned
49850,4973,Present,None
49851,3315,Leave,None
49852,336,Present,Sick
49853,1934,Present,Earned
49854,1025,Present,Unpaid
49855,3409,Present,Earned
49856,4441,Leave,Earned
49857,3111,Present,None
49858,301,Present,Unpaid
49859,2577,WFH,Sick
49860,4851,WFH,Earned
49861,2774,Present,Sick
49862,803,Leave,Casual
49863,3316,Present,None
49864,158,Present,None
49865,3794,Present,Casual
49866,2145,Present,None
49867,4416,Present,Sick
49868,3049,Present,Earned
49869,1236,Present,None
49870,1344,Leave,Earned
49871,4780,Present,Unpaid
49872,2425,Present,Earned
49873,1897,Present,Casual
49874,1480,Present,Unpaid
49875,1840,Present,Casual
49876,4058,Present,Casual
49877,2563,Present,Earned
49878,3740,Absent,Unpaid
49879,611,Present,Casual
49880,2874,Absent,Earned
49881,2900,WFH,None
49882,687,Present,Earned
49883,4231,Absent,Unpaid
49884,3420,Present,Sick
49885,2198,Present,Sick
49886,1348,Present,Sick
49887,1496,Present,Sick
49888,165,Leave,Earned
49889,346,Present,Unpaid
49890,3235,Present,Unpaid
49891,661,Absent,Unpaid
49892,1107,Present,Casual
49893,1593,Present,Sick
49894,593,Leave,None
49895,141,Present,Casual
49896,1808,Present,None
49897,3556,Present,Sick
49898,2754,Present,Unpaid
49899,2072,Present,Unpaid
49900,4565,Present,Earned
49901,654,Present,Casual
49902,1670,Present,Sick
49903,4579,Present,Unpaid
49904,2428,WFH,Sick
49905,3984,Leave,Earned
49906,4809,Present,Casual
49907,1518,Absent,None
49908,4548,Present,Sick
49909,501,Leave,None
49910,1837,Present,Earned
49911,2078,Present,Unpaid
49912,3021,Leave,Unpaid
49913,2711,Present,Casual
49914,1802,Present,Sick
49915,3478,Present,Casual
49916,3975,Present,Unpaid
49917,4098,Present,Unpaid
49918,2372,Present,None
49919,3006,Present,Earned
49920,4317,Present,Casual
49921,2560,Present,Earned
49922,1674,Present,None
49923,3072,Present,None
49924,1241,Leave,Sick
49925,513,Present,None
49926,625,Leave,None
49927,4290,Leave,Earned
49928,3086,Present,Casual
49929,37,Leave,Earned
49930,4987,Present,Sick
49931,2565,Present,Sick
49932,3513,Present,Sick
49933,4877,Present,Sick
49934,2871,Leave,Sick
49935,3570,Present,None
49936,4478,Present,Casual
49937,860,Present,Unpaid
49938,3970,Leave,Unpaid
49939,2005,Present,Unpaid
49940,1990,Leave,None
49941,1629,Present,Casual
49942,4473,Present,Earned
49943,4504,WFH,Unpaid
49944,3597,Present,None
49945,1987,Present,Earned
49946,1669,Absent,Unpaid
49947,3501,WFH,Casual
49948,166,Present,Casual
49949,206,Leave,Earned
49950,2957,Present,Unpaid
49951,1708,Present,None
49952,4397,Leave,Earned
49953,19,Present,Sick
49954,4359,Present,None
49955,4833,Present,Earned
49956,1443,Present,None
49957,638,Present,None
49958,1728,Leave,Earned
49959,1673,Present,Casual
49960,2655,Present,None
49961,962,Present,None
49962,1361,Present,Unpaid
49963,311,Present,Earned
49964,59,Present,None
49965,4394,Present,Sick
49966,376,Present,Earned
49967,300,Present,None
49968,1827,Present,Casual
49969,3811,WFH,Earned
49970,528,Present,Earned
49971,2466,Present,Unpaid
49972,2526,Present,Sick
49973,4348,Present,Casual
49974,4411,Present,Casual
49975,2846,Present,Casual
49976,2537,Present,Earned
49977,1131,Present,None
49978,4778,Present,Casual
49979,3652,Present,Earned
49980,4317,Present,None
49981,2784,Present,Casual
49982,973,Present,None
49983,895,Present,Casual
49984,4075,Leave,Sick
49985,1293,Present,Sick
49986,2903,Present,Casual
49987,2674,Present,None
49988,2279,WFH,Sick
49989,1316,Present,Sick
49990,2243,Present,None
49991,241,Present,Casual
49992,4581,Present,Sick
49993,4279,Present,Casual
49994,3144,Present,Earned
49995,4352,Present,Earned
49996,867,Present,Unpaid
49997,1144,Present,Sick
49998,4675,Leave,None
49999,1834,Present,Sick
50000,629,Leave,Earned
50001,2849,Present,Unpaid
50002,924,Present,Unpaid
50003,3322,Present,Earned
50004,3593,Present,Casual
50005,3803,Absent,Unpaid
50006,4735,Present,Casual
50007,1770,Present,Earned
50008,1993,Present,Earned
50009,1003,Leave,Unpaid
50010,4038,Present,Earned
50011,4881,Present,Casual
50012,1319,Present,Earned
50013,1757,Present,Earned
50014,2853,Leave,None
50015,778,Present,Earned
50016,2200,Present,Unpaid
50017,12,Leave,Sick
50018,3926,Present,Unpaid
50019,741,Present,Sick
50020,2328,Present,Casual
50021,3012,Present,Earned
50022,2518,Present,Casual
50023,1791,Leave,Sick
50024,3164,Present,Earned
50025,3667,Leave,Earned
50026,1321,Leave,Earned
50027,4670,Leave,Sick
50028,450,Leave,Unpaid
50029,3165,Present,Earned
50030,3021,Present,Unpaid
50031,72,Leave,Unpaid
50032,1702,Present,Earned
50033,3726,Present,Casual
50034,2854,Present,Casual
50035,326,WFH,Unpaid
50036,3431,Present,Casual
50037,3536,Present,Unpaid
50038,376,Present,Casual
50039,845,Present,Casual
50040,1768,Present,Sick
50041,1205,Leave,Earned
50042,926,Present,Casual
50043,3203,Present,Sick
50044,3204,Absent,Unpaid
50045,1144,Leave,Casual
50046,3184,Present,Casual
50047,353,Present,Unpaid
50048,2450,Leave,Casual
50049,593,Present,Earned
50050,437,Present,Casual
50051,4231,Present,None
50052,4974,Present,Unpaid
50053,1753,WFH,Unpaid
50054,4518,Leave,None
50055,2900,Present,Earned
50056,4822,Present,None
50057,4847,Absent,Sick
50058,3786,Present,Casual
50059,2963,Present,None
50060,4320,Present,Unpaid
50061,2172,WFH,Unpaid
50062,3074,Present,None
50063,1054,Present,Unpaid
50064,214,Leave,Casual
50065,2616,WFH,Earned
50066,224,WFH,Sick
50067,1757,Present,Unpaid
50068,3532,Present,Casual
50069,88,Leave,None
50070,2774,Present,Earned
50071,1569,Present,Casual
50072,2202,WFH,Earned
50073,4232,Present,None
50074,312,Present,Sick
50075,344,Absent,Earned
50076,3971,Present,Sick
50077,2206,Present,Casual
50078,4762,Present,Sick
50079,44,Leave,Unpaid
50080,3054,WFH,Unpaid
50081,1722,Present,None
50082,936,Present,Earned
50083,4517,Present,None
50084,3441,Present,Earned
50085,4414,Present,Earned
50086,294,Present,None
50087,4638,Present,None
50088,3078,Present,Unpaid
50089,3690,Present,Earned
50090,3011,Present,Earned
50091,4457,Present,Earned
50092,68,Absent,Sick
50093,3875,Leave,Unpaid
50094,3147,Present,Unpaid
50095,2457,Present,None
50096,2031,Present,Sick
50097,4851,Present,Unpaid
50098,553,Present,Sick
50099,3876,Present,Casual
50100,2542,Present,Unpaid
50101,4303,Present,Earned
50102,1678,Leave,None
50103,1514,Present,Unpaid
50104,1990,Present,None
50105,1310,Leave,Unpaid
50106,654,Present,Casual
50107,4192,Present,None
50108,4844,Present,Casual
50109,655,Present,None
50110,1499,Present,Sick
50111,1092,Absent,None
50112,859,Present,Casual
50113,495,Present,Earned
50114,3148,WFH,None
50115,1858,Absent,Casual
50116,4114,Present,None
50117,135,WFH,Earned
50118,409,WFH,Sick
50119,170,Leave,Sick
50120,4689,Present,Casual
50121,3344,Leave,Casual
50122,780,Present,Earned
50123,1593,Present,None
50124,2557,Present,Earned
50125,1356,Present,Sick
50126,440,Present,Casual
50127,3269,Absent,Unpaid
50128,1086,Absent,Casual
50129,3529,Leave,None
50130,1311,Leave,Earned
50131,237,Present,Sick
50132,4567,Present,Sick
50133,1037,Present,Earned
50134,2901,Leave,Unpaid
50135,4644,Leave,Sick
50136,4506,Present,Earned
50137,121,WFH,Sick
50138,4672,Present,Sick
50139,2490,Present,Casual
50140,1798,Present,Casual
50141,3276,Present,Sick
50142,4454,Present,Sick
50143,3381,Present,None
50144,605,Present,Earned
50145,418,Present,None
50146,1353,Present,Earned
50147,3431,Present,Earned
50148,3093,Leave,Sick
50149,3461,Present,Earned
50150,654,Present,None
50151,1181,Leave,Casual
50152,2501,Present,Earned
50153,2808,Present,None
50154,2715,Present,Earned
50155,497,Present,Casual
50156,2191,Present,Unpaid
50157,2564,Present,Earned
50158,1607,Present,Casual
50159,2902,Leave,Casual
50160,4777,Present,Earned
50161,4708,Present,Sick
50162,1088,Present,Sick
50163,4637,Present,Earned
50164,1280,Absent,None
50165,4535,Absent,Earned
50166,3745,Present,Earned
50167,3440,Leave,Unpaid
50168,4039,Leave,Earned
50169,2170,Present,Unpaid
50170,2840,WFH,Unpaid
50171,3493,Present,Sick
50172,3131,Absent,Sick
50173,4800,Present,Earned
50174,4305,Present,None
50175,2961,Present,Sick
50176,1790,Leave,None
50177,2730,Present,Earned
50178,2243,Leave,Earned
50179,3338,Present,None
50180,2300,Present,Unpaid
50181,554,Present,Casual
50182,4495,Present,Sick
50183,1481,Present,Casual
50184,984,Present,Sick
50185,3622,Present,Casual
50186,4316,Present,Earned
50187,763,Absent,Earned
50188,588,Leave,Sick
50189,1517,Present,None
50190,4372,Present,Sick
50191,3248,Present,Casual
50192,2549,Leave,Casual
50193,762,Present,Earned
50194,1122,Present,Earned
50195,1684,Present,Earned
50196,3675,Present,Earned
50197,2771,Present,Earned
50198,291,Present,None
50199,11,Present,Earned
50200,1351,Present,Casual
50201,4652,Present,Earned
50202,2842,Present,Sick
50203,3573,Present,Sick
50204,3234,Present,Earned
50205,4542,Present,Earned
50206,3993,Present,Unpaid
50207,695,Present,Casual
50208,2588,Absent,None
50209,2933,Present,None
50210,701,Present,Earned
50211,690,Leave,Earned
50212,40,Present,Sick
50213,466,Present,Casual
50214,2964,Leave,Earned
50215,3189,Present,None
50216,1278,Present,None
50217,3944,Present,None
50218,2537,Present,Casual
50219,2306,Present,None
50220,528,Present,Sick
50221,1730,Present,Earned
50222,2031,Present,Unpaid
50223,474,Leave,None
50224,3653,Present,Sick
50225,967,Present,Casual
50226,1946,Present,Unpaid
50227,4491,Present,Sick
50228,1711,Present,Casual
50229,4060,Absent,Casual
50230,196,Present,Unpaid
50231,4540,Present,None
50232,2308,Present,Earned
50233,1510,Present,Casual
50234,573,Present,Sick
50235,4241,Leave,Casual
50236,2081,Present,Earned
50237,1920,Present,Earned
50238,2060,Present,Casual
50239,840,Leave,None
50240,1313,Present,Casual
50241,2939,Present,Sick
50242,1443,Leave,Casual
50243,2064,Present,Sick
50244,43,Present,None
50245,1304,Present,Casual
50246,1701,Present,Casual
50247,2131,Present,Unpaid
50248,461,Present,Casual
50249,4103,Present,Unpaid
50250,1556,Present,Sick
50251,3547,Present,Sick
50252,1292,Present,None
50253,3006,Present,Earned
50254,3676,Present,Earned
50255,159,Present,Sick
50256,462,Present,None
50257,3378,Present,Earned
50258,3388,Leave,Unpaid
50259,3913,Present,Earned
50260,4777,Present,Sick
50261,3081,Present,Sick
50262,1230,Present,Sick
50263,1228,Present,Casual
50264,2319,Present,Sick
50265,4830,WFH,None
50266,340,Present,Unpaid
50267,3601,Present,Sick
50268,4751,Present,Unpaid
50269,991,Leave,Sick
50270,445,Present,None
50271,4759,Present,Earned
50272,1400,Present,Unpaid
50273,1820,Present,Casual
50274,3590,Present,Sick
50275,2930,Present,Sick
50276,3710,WFH,Unpaid
50277,1287,Present,Casual
50278,4025,Present,Sick
50279,2860,Present,Casual
50280,2348,Present,Earned
50281,1581,WFH,Earned
50282,1143,Present,None
50283,2406,Present,Unpaid
50284,3576,Present,Sick
50285,4345,Present,Sick
50286,1297,Present,None
50287,419,Present,Unpaid
50288,3666,Present,Unpaid
50289,3138,Absent,None
50290,4742,Present,None
50291,4719,Leave,Unpaid
50292,4480,Present,Unpaid
50293,961,Present,Casual
50294,2377,Present,Sick
50295,3789,Present,Unpaid
50296,357,Present,Casual
50297,2873,Present,None
50298,1914,Present,Casual
50299,2332,Present,Unpaid
50300,1411,Present,Sick
50301,4547,Absent,None
50302,2234,Present,None
50303,1633,Leave,Unpaid
50304,2613,WFH,Unpaid
50305,3315,Present,Casual
50306,4923,Present,Earned
50307,828,Present,Earned
50308,1057,Leave,Unpaid
50309,4282,Present,None
50310,250,Leave,Earned
50311,1782,Present,Earned
50312,4863,Present,Unpaid
50313,2134,Leave,Casual
50314,905,Leave,Sick
50315,3321,Present,Casual
50316,4319,Present,Unpaid
50317,404,Present,Casual
50318,4973,Present,Unpaid
50319,562,WFH,Earned
50320,1428,Leave,Sick
50321,4008,Leave,Sick
50322,3718,Present,Casual
50323,1088,Present,Casual
50324,2158,Absent,None
50325,3320,Leave,None
50326,3057,Absent,Sick
50327,2572,Present,Casual
50328,523,Present,Earned
50329,1818,Present,None
50330,504,Present,Sick
50331,3436,WFH,Earned
50332,2096,Leave,Casual
50333,1993,Present,Unpaid
50334,2826,Leave,None
50335,4755,Leave,Sick
50336,3694,Absent,Earned
50337,3605,Present,Earned
50338,2441,Present,Unpaid
50339,304,Present,Casual
50340,3503,Present,Casual
50341,3231,Present,Sick
50342,3069,Present,Earned
50343,2856,Present,Earned
50344,1350,Present,Casual
50345,2649,Present,Earned
50346,2007,Leave,Earned
50347,2529,Present,Casual
50348,157,Present,Unpaid
50349,911,Present,Sick
50350,2419,Present,Sick
50351,1150,Absent,Unpaid
50352,4113,Present,Unpaid
50353,636,Present,Sick
50354,2740,Present,Unpaid
50355,2628,Present,Sick
50356,1251,Leave,Sick
50357,1040,Present,Unpaid
50358,107,Leave,Unpaid
50359,4897,WFH,Casual
50360,466,Leave,Unpaid
50361,4132,Present,Sick
50362,575,WFH,Earned
50363,3545,Absent,None
50364,207,Present,Earned
50365,3160,Present,Sick
50366,2338,Present,Casual
50367,2357,WFH,Earned
50368,2836,Leave,Casual
50369,1910,Present,Sick
50370,4775,Present,Sick
50371,4188,Present,Earned
50372,1276,Present,Sick
50373,2869,Leave,Casual
50374,1330,WFH,Sick
50375,4542,Present,None
50376,558,Present,None
50377,3469,Present,None
50378,4417,Present,Unpaid
50379,3343,WFH,Earned
50380,2988,Leave,Casual
50381,883,WFH,None
50382,3334,Leave,Unpaid
50383,2195,Present,Earned
50384,2676,Leave,Sick
50385,1699,Present,Earned
50386,778,Present,None
50387,2908,Present,Earned
50388,952,Present,Casual
50389,4485,Present,Sick
50390,959,Leave,None
50391,3241,Present,Casual
50392,4360,Present,None
50393,3587,Present,Unpaid
50394,3140,Present,None
50395,2094,Present,Unpaid
50396,2854,Absent,Unpaid
50397,3822,Leave,Casual
50398,265,Leave,Unpaid
50399,173,WFH,Casual
50400,3951,Present,None
50401,1770,Present,Sick
50402,3138,Present,None
50403,1414,Present,Casual
50404,3258,Present,Sick
50405,879,Present,None
50406,1727,WFH,Earned
50407,4700,Present,Casual
50408,3786,Present,Sick
50409,743,Present,Unpaid
50410,3599,Present,Unpaid
50411,2663,Leave,Sick
50412,1189,Absent,Sick
50413,2680,Present,Earned
50414,1674,Present,Sick
50415,4813,Absent,Casual
50416,1491,Present,None
50417,1030,Present,Sick
50418,2947,Present,Sick
50419,1112,Leave,Unpaid
50420,2284,WFH,None
50421,4460,Present,Unpaid
50422,1950,Present,Unpaid
50423,3903,Leave,Unpaid
50424,2246,Absent,Unpaid
50425,3366,Leave,Casual
50426,4970,Present,Sick
50427,1076,Leave,None
50428,4387,Present,Casual
50429,3955,Leave,None
50430,2026,Present,Unpaid
50431,2199,Present,None
50432,4878,Absent,Unpaid
50433,2078,Present,Casual
50434,2428,Leave,Casual
50435,4412,Present,Sick
50436,808,Leave,None
50437,2210,Absent,None
50438,1409,Absent,None
50439,3836,Present,Unpaid
50440,1678,Leave,Earned
50441,4070,Present,Casual
50442,1487,Present,Earned
50443,457,Present,Casual
50444,3668,Leave,Unpaid
50445,1467,Present,Unpaid
50446,853,Present,None
50447,2964,Present,Earned
50448,4672,Present,None
50449,6,Present,Casual
50450,3028,Present,Earned
50451,2304,Present,Casual
50452,4619,Present,Unpaid
50453,3681,Present,None
50454,4726,Present,None
50455,295,Present,Earned
50456,695,Present,Casual
50457,76,Present,Unpaid
50458,4466,Present,Unpaid
50459,2880,Present,Unpaid
50460,146,Present,Earned
50461,4739,Present,Earned
50462,4785,Present,None
50463,3089,Present,None
50464,276,Present,Earned
50465,1575,Present,Earned
50466,4335,Present,Earned
50467,3320,Present,Sick
50468,2990,Leave,Sick
50469,3775,Present,Unpaid
50470,2879,Present,Casual
50471,2035,Present,Casual
50472,1560,Present,Earned
50473,4446,Present,Sick
50474,1610,Present,None
50475,2509,Present,Sick
50476,6,Present,None
50477,1879,Present,Casual
50478,3828,Present,Earned
50479,3274,Present,Earned
50480,1536,Present,Casual
50481,2058,Leave,Earned
50482,1283,Present,Unpaid
50483,1305,Present,Earned
50484,3190,Leave,Unpaid
50485,1095,Present,Casual
50486,4905,Present,Earned
50487,937,Present,Earned
50488,3464,Present,Sick
50489,3090,Present,None
50490,3184,Present,Sick
50491,3626,Leave,Unpaid
50492,5000,Present,Sick
50493,3591,Present,Casual
50494,3508,Present,Sick
50495,1618,Present,Casual
50496,3907,Present,None
50497,936,Present,Unpaid
50498,871,Present,Casual
50499,990,Present,None
50500,2427,Present,Unpaid
50501,4939,WFH,Unpaid
50502,4472,Present,Sick
50503,2442,Present,Earned
50504,3138,Present,None
50505,1314,Present,Casual
50506,743,WFH,Casual
50507,99,Present,Earned
50508,2092,Leave,Earned
50509,2107,Present,Unpaid
50510,662,Present,Unpaid
50511,2066,Present,None
50512,321,Leave,None
50513,3060,Present,Unpaid
50514,3419,Present,Unpaid
50515,2046,Present,Earned
50516,388,Present,Earned
50517,1912,Present,Earned
50518,4049,Present,Earned
50519,4827,Present,Earned
50520,4525,Present,Sick
50521,1006,Present,Sick
50522,744,WFH,Unpaid
50523,1346,WFH,Casual
50524,824,Present,Unpaid
50525,2955,Present,None
50526,1036,Present,None
50527,4721,Present,Earned
50528,208,Present,Unpaid
50529,2211,Present,Sick
50530,4393,Present,Earned
50531,4,Present,Earned
50532,2549,Present,Sick
50533,3955,Leave,Earned
50534,2762,Present,None
50535,4683,Present,Earned
50536,3339,Absent,None
50537,4497,Present,None
50538,3488,Present,Earned
50539,3090,Present,Sick
50540,4485,Present,Sick
50541,1338,Present,Sick
50542,4920,Present,Sick
50543,2751,Present,Casual
50544,3148,Absent,None
50545,878,Present,Earned
50546,116,Present,None
50547,2968,Present,Sick
50548,4173,Present,Sick
50549,3087,Present,Casual
50550,4362,Present,Earned
50551,374,Present,Earned
50552,332,Present,Sick
50553,4638,Present,None
50554,4284,Present,Casual
50555,828,Present,Earned
50556,3459,Present,Unpaid
50557,4469,Leave,None
50558,419,Present,Unpaid
50559,4729,Present,Casual
50560,2672,Present,Sick
50561,3256,Present,Sick
50562,584,WFH,Unpaid
50563,2280,WFH,Casual
50564,3466,Present,Unpaid
50565,4494,Leave,Sick
50566,1765,Present,Casual
50567,3564,Present,Unpaid
50568,4165,Present,Casual
50569,4278,Present,Earned
50570,1800,Present,Sick
50571,4696,Leave,Earned
50572,1018,Present,Earned
50573,1596,Present,Unpaid
50574,1204,Present,None
50575,3658,Present,Unpaid
50576,730,Present,Earned
50577,2394,WFH,Casual
50578,1447,Present,Unpaid
50579,2545,Present,None
50580,4560,Present,None
50581,4015,Absent,Sick
50582,141,Present,Sick
50583,2025,Present,Earned
50584,3488,Present,None
50585,1666,Present,Casual
50586,217,Present,Casual
50587,563,Leave,Casual
50588,3753,Leave,None
50589,1919,Present,Unpaid
50590,4624,Present,Sick
50591,3854,WFH,Casual
50592,831,Present,None
50593,524,Absent,Unpaid
50594,401,Absent,Unpaid
50595,1549,Present,Sick
50596,3548,Present,Casual
50597,4835,Present,Casual
50598,927,Present,Unpaid
50599,2556,Present,Casual
50600,28,WFH,Sick
50601,1081,Absent,Casual
50602,129,Present,Unpaid
50603,3557,Present,Unpaid
50604,1567,Present,Sick
50605,2979,Present,Casual
50606,908,Present,None
50607,3668,Present,Casual
50608,2363,Present,None
50609,1009,Leave,Sick
50610,4139,Present,None
50611,1233,Leave,Casual
50612,1953,Leave,Unpaid
50613,2908,Present,Earned
50614,924,Present,Sick
50615,3393,Present,Unpaid
50616,3659,Present,Casual
50617,4944,Leave,Sick
50618,857,Present,None
50619,1866,Present,Unpaid
50620,4665,Present,Sick
50621,3830,Present,Earned
50622,228,Present,Casual
50623,387,WFH,Earned
50624,4842,Present,None
50625,3731,Present,Sick
50626,1566,Present,Earned
50627,3414,Present,Casual
50628,172,Present,None
50629,35,Present,Unpaid
50630,4067,Leave,Earned
50631,1996,WFH,Earned
50632,90,Present,Sick
50633,1917,Present,Sick
50634,805,Present,Earned
50635,3379,Present,Casual
50636,4604,Present,Sick
50637,282,WFH,Casual
50638,1789,Leave,Earned
50639,1475,Present,None
50640,1681,Present,Sick
50641,3118,Present,Casual
50642,2953,Present,Sick
50643,1167,Present,Sick
50644,3294,Present,None
50645,4505,Present,Sick
