employee_id,employee_name,department,facility_id,designation,status
1288,Employee-1288,Support,4,L3,Active
1289,Employee-1289,Support,21,L2,Active
1290,Employee-1290,Sales,40,L1,Active
1291,Employee-1291,IT,14,Manager,Active
1292,Employee-1292,Sales,39,L2,Active
1293,Employee-1293,Sales,31,Senior Manager,Active
1294,Employee-1294,Support,14,L2,Active
1295,Employee-1295,Finance,6,L4,Active
1296,Employee-1296,HR,12,L1,Active
1297,Employee-1297,IT,16,L4,Active
1298,Employee-1298,Support,17,L4,Active
1299,Employee-1299,Finance,45,L3,Active
1300,Employee-1300,HR,23,Manager,Active
1301,Employee-1301,HR,14,L2,Active
1302,Employee-1302,Support,7,L1,Active
1303,Employee-1303,Operations,46,Senior Manager,Active
1304,Employee-1304,IT,32,Manager,Active
1305,Employee-1305,HR,15,Manager,Active
1306,Employee-1306,Support,44,L1,Active
1307,Employee-1307,Support,17,Manager,Active
1308,Employee-1308,Finance,41,L3,Active
1309,Employee-1309,Operations,47,Manager,Active
1310,Employee-1310,IT,44,L3,Active
1311,Employee-1311,Sales,34,L2,Active
1312,Employee-1312,Finance,5,L2,Active
1313,Employee-1313,HR,45,L4,Active
1314,Employee-1314,HR,27,L3,Active
1315,Employee-1315,Finance,23,Senior Manager,Active
1316,Employee-1316,Support,40,L2,Active
1317,Employee-1317,HR,14,Manager,Active
1318,Employee-1318,Operations,15,L1,Active
1319,Employee-1319,IT,43,L1,Inactive
1320,Employee-1320,Operations,33,L3,Active
1321,Employee-1321,HR,31,Senior Manager,Active
1322,Employee-1322,Sales,35,L4,Active
1323,Employee-1323,IT,17,Manager,Active
1324,Employee-1324,IT,28,L3,Active
1325,Employee-1325,Finance,19,L1,Active
1326,Employee-1326,Finance,46,L3,Active
1327,Employee-1327,Sales,23,Manager,Active
1328,Employee-1328,Support,32,Senior Manager,Active
1329,Employee-1329,IT,40,Senior Manager,Active
1330,Employee-1330,Sales,13,L2,Active
1331,Employee-1331,Finance,20,Manager,Active
1332,Employee-1332,Finance,35,L2,Active
1333,Employee-1333,IT,5,L2,Active
1334,Employee-1334,Operations,9,L2,Active
1335,Employee-1335,HR,29,L3,Active
1336,Employee-1336,Finance,6,L1,Active
1337,Employee-1337,Support,25,Senior Manager,Active
1338,Employee-1338,Support,31,L3,Active
1339,Employee-1339,Finance,22,L1,Active
1340,Employee-1340,Operations,2,Senior Manager,Active
1341,Employee-1341,Operations,45,Manager,Active
1342,Employee-1342,Sales,5,Senior Manager,Active
1343,Employee-1343,Support,27,Senior Manager,Active
1344,Employee-1344,Sales,25,Senior Manager,Active
1345,Employee-1345,Support,8,L4,Active
1346,Employee-1346,HR,1,Manager,Active
1347,Employee-1347,HR,20,L3,Active
1348,Employee-1348,IT,44,L3,Active
1349,Employee-1349,Sales,23,L1,Active
1350,Employee-1350,Finance,32,L3,Active
1351,Employee-1351,Sales,11,L2,Active
1352,Employee-1352,Finance,39,Senior Manager,Active
1353,Employee-1353,Operations,47,L3,Active
1354,Employee-1354,Sales,24,L1,Active
1355,Employee-1355,Operations,11,L1,Active
1356,Employee-1356,HR,29,L2,Active
1357,Employee-1357,HR,26,L1,Active
1358,Employee-1358,IT,16,L4,Active
1359,Employee-1359,Sales,35,Senior Manager,Active
1360,Employee-1360,Operations,20,Senior Manager,Active
1361,Employee-1361,Finance,46,Senior Manager,Active
1362,Employee-1362,HR,3,Manager,Active
1363,Employee-1363,HR,1,L3,Active
1364,Employee-1364,Finance,47,L4,Inactive
1365,Employee-1365,Operations,1,L3,Active
1366,Employee-1366,Operations,17,L4,Active
1367,Employee-1367,Sales,2,L3,Active
1368,Employee-1368,Sales,29,L2,Active
1369,Employee-1369,Support,20,L1,Active
1370,Employee-1370,Support,6,L1,Inactive
1371,Employee-1371,IT,8,L2,Active
1372,Employee-1372,HR,29,L4,Active
1373,Employee-1373,Sales,48,Manager,Active
1374,Employee-1374,Operations,33,L4,Active
1375,Employee-1375,Finance,3,L1,Active
1376,Employee-1376,Operations,35,Manager,Active
1377,Employee-1377,HR,5,L3,Active
1378,Employee-1378,Support,27,Manager,Active
1379,Employee-1379,Operations,44,L4,Active
1380,Employee-1380,IT,12,L2,Active
1381,Employee-1381,HR,20,L3,Active
1382,Employee-1382,Support,45,L4,Active
1383,Employee-1383,Finance,20,L3,Active
1384,Employee-1384,Support,9,Manager,Active
1385,Employee-1385,IT,39,L1,Active
1386,Employee-1386,HR,4,L4,Active
1387,Employee-1387,Finance,19,L2,Active
1388,Employee-1388,IT,38,Manager,Active
1389,Employee-1389,Support,27,L4,Active
1390,Employee-1390,IT,45,L2,Active
1391,Employee-1391,HR,43,L4,Active
1392,Employee-1392,Sales,13,Manager,Active
1393,Employee-1393,IT,13,L4,Active
1394,Employee-1394,IT,22,L3,Active
1395,Employee-1395,Support,28,Manager,Active
1396,Employee-1396,Support,47,L4,Active
1397,Employee-1397,Finance,45,L1,Active
1398,Employee-1398,Support,22,L4,Active
1399,Employee-1399,Operations,43,L3,Active
1400,Employee-1400,HR,19,L2,Active
1401,Employee-1401,HR,8,L2,Active
1402,Employee-1402,Sales,8,L2,Active
1403,Employee-1403,Sales,42,L1,Active
1404,Employee-1404,HR,26,L3,Active
1405,Employee-1405,Sales,48,Manager,Active
1406,Employee-1406,Finance,26,L2,Active
1407,Employee-1407,Support,23,L3,Inactive
1408,Employee-1408,HR,43,L4,Active
1409,Employee-1409,Sales,13,L1,Active
1410,Employee-1410,HR,28,L3,Active
1411,Employee-1411,Operations,9,L3,Inactive
1412,Employee-1412,IT,20,Manager,Inactive
1413,Employee-1413,Support,19,L3,Active
1414,Employee-1414,HR,48,Manager,Active
1415,Employee-1415,IT,39,L1,Active
1416,Employee-1416,Sales,12,L1,Active
1417,Employee-1417,IT,15,L4,Active
1418,Employee-1418,Support,31,Manager,Active
1419,Employee-1419,HR,14,Manager,Active
1420,Employee-1420,Operations,11,L2,Active
1421,Employee-1421,Sales,26,L2,Active
1422,Employee-1422,HR,42,L4,Active
1423,Employee-1423,Support,27,L1,Active
1424,Employee-1424,Sales,11,Senior Manager,Active
1425,Employee-1425,Finance,38,L2,Active
1426,Employee-1426,IT,34,L3,Active
1427,Employee-1427,Support,43,L1,Active
1428,Employee-1428,Finance,19,Senior Manager,Active
1429,Employee-1429,HR,6,L3,Active
1430,Employee-1430,Operations,46,Manager,Active
1431,Employee-1431,Sales,38,L1,Active
1432,Employee-1432,IT,49,L4,Active
1433,Employee-1433,Sales,42,Manager,Active
1434,Employee-1434,HR,28,Manager,Active
1435,Employee-1435,Sales,1,L3,Active
1436,Employee-1436,IT,35,Manager,Active
1437,Employee-1437,HR,40,L2,Active
1438,Employee-1438,Sales,8,L1,Active
1439,Employee-1439,Operations,47,L2,Active
1440,Employee-1440,Support,7,L3,Active
1441,Employee-1441,HR,11,Senior Manager,Active
1442,Employee-1442,Support,39,L3,Active
1443,Employee-1443,HR,4,L1,Active
1444,Employee-1444,Operations,25,Manager,Active
1445,Employee-1445,Support,12,L4,Active
1446,Employee-1446,Finance,26,L3,Active
1447,Employee-1447,IT,38,L1,Active
1448,Employee-1448,Finance,46,L4,Active
1449,Employee-1449,Sales,12,Manager,Active
1450,Employee-1450,Operations,43,Senior Manager,Active
1451,Employee-1451,Finance,37,L3,Active
1452,Employee-1452,HR,46,Senior Manager,Active
1453,Employee-1453,Sales,24,L1,Active
1454,Employee-1454,Sales,16,Senior Manager,Active
1455,Employee-1455,Finance,13,Senior Manager,Active
1456,Employee-1456,Finance,25,L1,Active
1457,Employee-1457,Operations,4,L1,Active
1458,Employee-1458,IT,11,L3,Active
1459,Employee-1459,Finance,32,Senior Manager,Active
1460,Employee-1460,Finance,49,L4,Active
1461,Employee-1461,Support,7,L1,Active
1462,Employee-1462,HR,46,Manager,Active
1463,Employee-1463,Support,11,Senior Manager,Active
1464,Employee-1464,Support,28,L1,Active
1465,Employee-1465,Sales,41,L4,Active
1466,Employee-1466,IT,23,L3,Active
1467,Employee-1467,HR,45,Senior Manager,Active
1468,Employee-1468,Operations,23,L1,Inactive
1469,Employee-1469,Operations,50,L1,Active
1470,Employee-1470,Finance,28,Manager,Active
1471,Employee-1471,Finance,43,Manager,Active
1472,Employee-1472,Operations,47,Senior Manager,Active
1473,Employee-1473,Finance,26,L1,Active
1474,Employee-1474,IT,25,Senior Manager,Active
1475,Employee-1475,Support,29,L1,Active
1476,Employee-1476,Finance,19,Manager,Active
1477,Employee-1477,Sales,33,L4,Active
1478,Employee-1478,Finance,36,L2,Active
1479,Employee-1479,HR,14,L2,Active
1480,Employee-1480,IT,14,L1,Active
1481,Employee-1481,HR,35,Manager,Active
1482,Employee-1482,HR,30,L3,Active
1483,Employee-1483,Sales,28,L3,Active
1484,Employee-1484,IT,17,L2,Active
1485,Employee-1485,IT,3,L4,Active
1486,Employee-1486,IT,16,L2,Active
1487,Employee-1487,IT,46,L1,Active
1488,Employee-1488,IT,30,L4,Active
1489,Employee-1489,Sales,29,L3,Active
1490,Employee-1490,Finance,45,Manager,Active
1491,Employee-1491,HR,15,Manager,Active
1492,Employee-1492,IT,46,L1,Active
1493,Employee-1493,Finance,25,L2,Active
1494,Employee-1494,Finance,38,L1,Active
1495,Employee-1495,HR,42,Manager,Active
1496,Employee-1496,Sales,47,L3,Active
1497,Employee-1497,Operations,38,Manager,Active
1498,Employee-1498,Operations,23,L4,Active
1499,Employee-1499,Finance,25,Senior Manager,Active
1500,Employee-1500,Support,42,Manager,Active
1501,Employee-1501,Support,7,Manager,Active
1502,Employee-1502,HR,22,Senior Manager,Active
1503,Employee-1503,Operations,17,L4,Active
1504,Employee-1504,Finance,18,L2,Active
1505,Employee-1505,Sales,49,Manager,Active
1506,Employee-1506,Operations,41,L1,Active
1507,Employee-1507,Finance,10,Manager,Active
1508,Employee-1508,Finance,10,L1,Active
1509,Employee-1509,IT,7,L4,Active
1510,Employee-1510,Sales,48,Manager,Active
1511,Employee-1511,IT,50,L4,Active
1512,Employee-1512,HR,38,L4,Inactive
1513,Employee-1513,IT,27,L2,Active
1514,Employee-1514,IT,33,Manager,Active
1515,Employee-1515,Operations,1,L1,Active
1516,Employee-1516,Support,44,L1,Active
1517,Employee-1517,Finance,34,Manager,Active
1518,Employee-1518,Sales,4,Senior Manager,Inactive
1519,Employee-1519,IT,17,L2,Active
1520,Employee-1520,Sales,4,L2,Active
1521,Employee-1521,Support,43,L2,Active
1522,Employee-1522,Support,26,L1,Active
1523,Employee-1523,IT,4,L4,Active
1524,Employee-1524,HR,1,Senior Manager,Active
1525,Employee-1525,IT,7,L2,Active
1526,Employee-1526,Operations,30,L1,Active
1527,Employee-1527,Finance,50,L1,Active
1528,Employee-1528,HR,9,L4,Active
1529,Employee-1529,IT,35,Manager,Active
1530,Employee-1530,Sales,8,Manager,Active
1531,Employee-1531,HR,24,L2,Active
1532,Employee-1532,HR,19,L2,Active
1533,Employee-1533,IT,36,Senior Manager,Active
1534,Employee-1534,HR,50,L4,Active
1535,Employee-1535,Sales,43,L2,Active
1536,Employee-1536,Support,27,L4,Active
1537,Employee-1537,HR,32,L1,Active
1538,Employee-1538,Support,14,L2,Active
1539,Employee-1539,Sales,18,L1,Active
1540,Employee-1540,IT,28,L3,Active
1541,Employee-1541,Finance,29,L4,Active
1542,Employee-1542,HR,16,L3,Active
1543,Employee-1543,Finance,35,L2,Active
1544,Employee-1544,Sales,47,L1,Active
1545,Employee-1545,HR,31,L2,Active
1546,Employee-1546,Support,4,L3,Active
1547,Employee-1547,Operations,37,L2,Active
1548,Employee-1548,Finance,17,Senior Manager,Active
1549,Employee-1549,HR,39,Manager,Inactive
1550,Employee-1550,Finance,48,L3,Active
1551,Employee-1551,HR,46,L2,Active
1552,Employee-1552,IT,26,L1,Active
1553,Employee-1553,Support,48,L2,Inactive
1554,Employee-1554,Finance,39,L1,Active
1555,Employee-1555,Operations,41,Manager,Active
1556,Employee-1556,Operations,4,L2,Active
1557,Employee-1557,Sales,30,Manager,Active
1558,Employee-1558,HR,30,L3,Active
1559,Employee-1559,Finance,22,L1,Active
1560,Employee-1560,Sales,11,Senior Manager,Active
1561,Employee-1561,Finance,2,L3,Inactive
1562,Employee-1562,HR,44,L1,Active
1563,Employee-1563,Operations,12,Manager,Active
1564,Employee-1564,IT,30,L4,Active
1565,Employee-1565,Operations,36,L2,Active
1566,Employee-1566,Sales,18,Manager,Active
1567,Employee-1567,Support,26,L1,Active
1568,Employee-1568,IT,7,L1,Active
1569,Employee-1569,Sales,1,L1,Active
1570,Employee-1570,HR,26,L1,Active
1571,Employee-1571,IT,23,L2,Active
1572,Employee-1572,Sales,26,L3,Active
1573,Employee-1573,HR,45,Senior Manager,Active
1574,Employee-1574,Operations,6,L4,Active
1575,Employee-1575,Support,6,L2,Active
1576,Employee-1576,HR,44,L1,Active
1577,Employee-1577,Finance,8,L2,Active
1578,Employee-1578,HR,24,Manager,Active
1579,Employee-1579,HR,22,Senior Manager,Active
1580,Employee-1580,Support,19,L1,Active
1581,Employee-1581,Finance,37,L4,Active
1582,Employee-1582,Sales,18,L1,Active
1583,Employee-1583,Sales,31,Senior Manager,Active
1584,Employee-1584,HR,37,L4,Active
1585,Employee-1585,Finance,30,Senior Manager,Active
1586,Employee-1586,Finance,42,L4,Active
1587,Employee-1587,Support,33,L3,Active
1588,Employee-1588,Operations,10,L3,Active
1589,Employee-1589,Sales,37,L2,Active
1590,Employee-1590,Support,12,L2,Active
1591,Employee-1591,IT,30,L4,Active
1592,Employee-1592,Sales,27,L1,Active
1593,Employee-1593,Support,39,Manager,Active
1594,Employee-1594,Sales,9,Manager,Inactive
1595,Employee-1595,Operations,21,L1,Active
1596,Employee-1596,IT,12,L1,Active
1597,Employee-1597,Operations,29,L3,Active
1598,Employee-1598,IT,33,Manager,Active
1599,Employee-1599,HR,43,L4,Active
1600,Employee-1600,Support,15,Senior Manager,Active
1601,Employee-1601,IT,2,L2,Active
1602,Employee-1602,Operations,39,Senior Manager,Active
1603,Employee-1603,Sales,44,L3,Inactive
1604,Employee-1604,IT,18,Manager,Active
1605,Employee-1605,Support,3,L1,Active
1606,Employee-1606,IT,7,Manager,Active
1607,Employee-1607,Finance,43,L4,Active
1608,Employee-1608,Sales,18,L3,Active
1609,Employee-1609,Support,44,L1,Active
1610,Employee-1610,Support,38,Senior Manager,Active
1611,Employee-1611,HR,37,L4,Active
1612,Employee-1612,Operations,33,Senior Manager,Active
1613,Employee-1613,HR,44,L2,Active
1614,Employee-1614,Support,31,L3,Active
1615,Employee-1615,Sales,11,L4,Active
1616,Employee-1616,IT,4,L4,Active
1617,Employee-1617,IT,18,Senior Manager,Active
1618,Employee-1618,Sales,4,L1,Active
1619,Employee-1619,Support,49,L2,Active
1620,Employee-1620,IT,34,Senior Manager,Active
1621,Employee-1621,IT,29,L4,Active
1622,Employee-1622,IT,24,L3,Active
1623,Employee-1623,Operations,22,L4,Active
1624,Employee-1624,Operations,2,Manager,Active
1625,Employee-1625,Finance,44,L3,Active
1626,Employee-1626,HR,6,L3,Active
1627,Employee-1627,Sales,42,L4,Active
1628,Employee-1628,Sales,25,L1,Active
1629,Employee-1629,Sales,21,L3,Active
1630,Employee-1630,Finance,16,Manager,Active
1631,Employee-1631,Operations,31,Senior Manager,Active
1632,Employee-1632,Support,14,L1,Active
1633,Employee-1633,Support,39,L1,Active
1634,Employee-1634,Finance,28,L1,Active
1635,Employee-1635,Support,32,L3,Active
1636,Employee-1636,Sales,28,L1,Active
1637,Employee-1637,HR,49,L4,Inactive
1638,Employee-1638,IT,9,L1,Active
1639,Employee-1639,Operations,45,Manager,Active
1640,Employee-1640,Operations,22,L2,Active
1641,Employee-1641,Finance,32,Manager,Active
1642,Employee-1642,Operations,5,L3,Active
1643,Employee-1643,Sales,23,L1,Active
1644,Employee-1644,Support,5,L1,Active
1645,Employee-1645,Sales,42,L4,Active
1646,Employee-1646,Finance,32,Senior Manager,Active
1647,Employee-1647,Sales,10,L1,Active
1648,Employee-1648,Support,39,Manager,Active
1649,Employee-1649,HR,15,L3,Active
1650,Employee-1650,Finance,7,L2,Active
1651,Employee-1651,HR,29,L1,Active
1652,Employee-1652,IT,47,L2,Inactive
1653,Employee-1653,HR,3,L1,Active
1654,Employee-1654,IT,19,L3,Active
1655,Employee-1655,IT,10,Senior Manager,Active
1656,Employee-1656,HR,28,Manager,Inactive
1657,Employee-1657,Finance,29,L3,Active
1658,Employee-1658,Support,15,L2,Active
1659,Employee-1659,Sales,35,L1,Active
1660,Employee-1660,Sales,6,L2,Active
1661,Employee-1661,Support,12,Manager,Inactive
1662,Employee-1662,IT,47,L3,Active
1663,Employee-1663,IT,38,L2,Active
1664,Employee-1664,Finance,13,L2,Active
1665,Employee-1665,Operations,29,Manager,Active
1666,Employee-1666,HR,19,L1,Active
1667,Employee-1667,IT,3,L2,Active
1668,Employee-1668,Sales,8,Manager,Active
1669,Employee-1669,Finance,8,L1,Active
1670,Employee-1670,HR,20,Senior Manager,Active
1671,Employee-1671,Finance,47,L1,Active
1672,Employee-1672,HR,4,Senior Manager,Active
1673,Employee-1673,HR,21,L3,Active
1674,Employee-1674,Support,3,Manager,Active
1675,Employee-1675,IT,45,L1,Active
1676,Employee-1676,Finance,8,Senior Manager,Active
1677,Employee-1677,Finance,23,Senior Manager,Active
1678,Employee-1678,Support,16,L3,Active
1679,Employee-1679,Sales,13,L4,Active
1680,Employee-1680,Sales,3,Manager,Active
1681,Employee-1681,IT,48,L4,Active
1682,Employee-1682,IT,9,L1,Active
1683,Employee-1683,Operations,14,Manager,Active
1684,Employee-1684,Support,13,L3,Active
1685,Employee-1685,Sales,7,L1,Active
1686,Employee-1686,HR,15,Manager,Active
1687,Employee-1687,Finance,7,Manager,Active
1688,Employee-1688,IT,38,L4,Active
1689,Employee-1689,Finance,34,L1,Inactive
1690,Employee-1690,Finance,41,L3,Active
1691,Employee-1691,Operations,22,L3,Active
1692,Employee-1692,Sales,24,L1,Active
1693,Employee-1693,IT,49,L1,Active
1694,Employee-1694,Finance,37,Senior Manager,Active
1695,Employee-1695,IT,44,L2,Active
1696,Employee-1696,HR,1,L4,Active
1697,Employee-1697,Operations,10,L1,Active
1698,Employee-1698,HR,43,L1,Active
1699,Employee-1699,IT,16,L2,Active
1700,Employee-1700,IT,46,L2,Active
1701,Employee-1701,Sales,8,Manager,Active
1702,Employee-1702,Finance,49,L3,Active
1703,Employee-1703,Finance,25,L4,Active
1704,Employee-1704,HR,50,Manager,Active
1705,Employee-1705,Operations,12,L1,Active
1706,Employee-1706,Support,25,L2,Active
1707,Employee-1707,Finance,17,Senior Manager,Active
1708,Employee-1708,Sales,26,L3,Active
1709,Employee-1709,HR,46,Manager,Active
1710,Employee-1710,HR,48,Senior Manager,Active
1711,Employee-1711,Support,14,L3,Active
1712,Employee-1712,Sales,41,Senior Manager,Active
1713,Employee-1713,Operations,36,L2,Active
1714,Employee-1714,Sales,23,Manager,Active
1715,Employee-1715,Operations,43,Manager,Active
1716,Employee-1716,Sales,6,L3,Active
1717,Employee-1717,Sales,47,Senior Manager,Active
1718,Employee-1718,IT,5,L2,Active
1719,Employee-1719,HR,43,L1,Active
1720,Employee-1720,Sales,25,Manager,Active
1721,Employee-1721,Support,18,L1,Active
1722,Employee-1722,Sales,13,L2,Active
1723,Employee-1723,Finance,43,Manager,Active
1724,Employee-1724,HR,14,Manager,Active
1725,Employee-1725,Finance,28,Senior Manager,Active
1726,Employee-1726,HR,18,L1,Active
1727,Employee-1727,Finance,28,Senior Manager,Active
1728,Employee-1728,Sales,27,L4,Active
1729,Employee-1729,Sales,32,L1,Active
1730,Employee-1730,IT,47,L1,Active
1731,Employee-1731,Support,9,L4,Active
1732,Employee-1732,Finance,40,L2,Active
1733,Employee-1733,Operations,32,L2,Active
1734,Employee-1734,IT,20,Manager,Active
1735,Employee-1735,Finance,28,L3,Active
1736,Employee-1736,Finance,33,Senior Manager,Active
1737,Employee-1737,IT,4,L3,Active
1738,Employee-1738,Sales,46,Manager,Active
1739,Employee-1739,Finance,34,L3,Active
1740,Employee-1740,Sales,48,L1,Active
1741,Employee-1741,IT,3,L1,Active
1742,Employee-1742,Sales,26,L4,Active
1743,Employee-1743,HR,8,L4,Active
1744,Employee-1744,Operations,6,Manager,Active
1745,Employee-1745,Finance,16,Manager,Active
1746,Employee-1746,Support,24,Manager,Active
1747,Employee-1747,Operations,48,L1,Active
1748,Employee-1748,Sales,39,L3,Active
1749,Employee-1749,Finance,30,Senior Manager,Active
1750,Employee-1750,Sales,45,Manager,Active
1751,Employee-1751,HR,13,Manager,Inactive
1752,Employee-1752,IT,5,L1,Active
1753,Employee-1753,Finance,25,Senior Manager,Active
1754,Employee-1754,HR,20,L1,Active
1755,Employee-1755,HR,18,Senior Manager,Active
1756,Employee-1756,Finance,47,L1,Active
1757,Employee-1757,Sales,18,L3,Active
1758,Employee-1758,Support,2,Manager,Active
1759,Employee-1759,HR,10,L2,Active
1760,Employee-1760,Operations,45,L2,Active
1761,Employee-1761,HR,50,Manager,Active
1762,Employee-1762,Support,47,Manager,Active
1763,Employee-1763,Sales,12,Manager,Active
1764,Employee-1764,Sales,47,Manager,Active
1765,Employee-1765,Operations,13,Senior Manager,Active
1766,Employee-1766,HR,50,L3,Active
1767,Employee-1767,Sales,47,L2,Active
1768,Employee-1768,Support,11,L4,Active
1769,Employee-1769,Finance,19,L2,Active
1770,Employee-1770,IT,35,L2,Active
1771,Employee-1771,IT,39,L1,Active
1772,Employee-1772,IT,26,Manager,Active
1773,Employee-1773,HR,46,Manager,Active
1774,Employee-1774,Operations,14,Manager,Active
1775,Employee-1775,Sales,45,L1,Active
1776,Employee-1776,Finance,44,L3,Active
1777,Employee-1777,Support,24,L3,Active
1778,Employee-1778,Finance,41,L4,Active
1779,Employee-1779,Support,1,L3,Active
1780,Employee-1780,HR,43,L3,Active
1781,Employee-1781,IT,22,Manager,Active
1782,Employee-1782,HR,23,Senior Manager,Active
1783,Employee-1783,Operations,19,L2,Active
1784,Employee-1784,Operations,18,L3,Active
1785,Employee-1785,Support,12,L3,Active
1786,Employee-1786,Sales,28,L1,Active
1787,Employee-1787,Sales,28,L4,Active
1788,Employee-1788,Support,33,Senior Manager,Active
1789,Employee-1789,Operations,19,L1,Active
1790,Employee-1790,Operations,28,Manager,Active
1791,Employee-1791,Operations,49,L2,Active
1792,Employee-1792,HR,37,L4,Active
1793,Employee-1793,Operations,26,L1,Active
1794,Employee-1794,Finance,35,L3,Active
1795,Employee-1795,IT,34,L3,Active
1796,Employee-1796,Operations,35,L4,Active
1797,Employee-1797,Support,40,L3,Active
1798,Employee-1798,IT,16,L1,Active
1799,Employee-1799,HR,38,L1,Active
1800,Employee-1800,Support,13,L3,Active
1801,Employee-1801,IT,23,L3,Active
1802,Employee-1802,Support,22,Manager,Active
1803,Employee-1803,HR,16,L2,Active
1804,Employee-1804,Finance,28,L4,Active
1805,Employee-1805,HR,48,L1,Active
1806,Employee-1806,HR,35,L4,Active
1807,Employee-1807,Support,45,Manager,Active
1808,Employee-1808,Sales,46,L1,Active
1809,Employee-1809,Operations,8,Manager,Active
1810,Employee-1810,Operations,44,Manager,Active
1811,Employee-1811,Finance,22,Senior Manager,Active
1812,Employee-1812,Finance,21,L3,Active
1813,Employee-1813,Operations,26,Senior Manager,Inactive
1814,Employee-1814,Sales,40,L4,Active
1815,Employee-1815,Operations,21,L4,Active
1816,Employee-1816,Sales,25,L3,Active
1817,Employee-1817,Finance,41,Senior Manager,Active
1818,Employee-1818,IT,1,L4,Active
1819,Employee-1819,Support,6,Senior Manager,Active
1820,Employee-1820,Finance,23,L3,Active
1821,Employee-1821,Finance,23,L1,Active
1822,Employee-1822,HR,43,Manager,Active
1823,Employee-1823,HR,43,Manager,Active
1824,Employee-1824,HR,23,Senior Manager,Active
1825,Employee-1825,Support,32,L4,Active
1826,Employee-1826,HR,30,Senior Manager,Active
1827,Employee-1827,Sales,13,Senior Manager,Active
1828,Employee-1828,Operations,43,L2,Inactive
1829,Employee-1829,IT,18,Manager,Active
1830,Employee-1830,Finance,23,L3,Active
1831,Employee-1831,Sales,15,Senior Manager,Active
1832,Employee-1832,IT,33,L2,Active
1833,Employee-1833,Sales,21,L2,Inactive
1834,Employee-1834,Sales,39,Manager,Active
1835,Employee-1835,Finance,23,Manager,Active
1836,Employee-1836,Operations,27,Manager,Active
1837,Employee-1837,HR,45,L3,Active
1838,Employee-1838,Support,44,L2,Active
1839,Employee-1839,Operations,18,L4,Active
1840,Employee-1840,Support,24,L3,Active
1841,Employee-1841,Finance,47,L1,Active
1842,Employee-1842,Finance,40,Senior Manager,Active
1843,Employee-1843,Finance,42,Manager,Active
1844,Employee-1844,IT,7,L2,Active
1845,Employee-1845,Support,50,Senior Manager,Active
1846,Employee-1846,Operations,48,L3,Active
1847,Employee-1847,Operations,20,L1,Active
1848,Employee-1848,Sales,27,L3,Active
1849,Employee-1849,Sales,6,L3,Active
1850,Employee-1850,Sales,27,L4,Active
1851,Employee-1851,Finance,9,Senior Manager,Active
1852,Employee-1852,Operations,45,L4,Active
1853,Employee-1853,Support,31,L3,Active
1854,Employee-1854,Finance,21,L1,Active
1855,Employee-1855,IT,26,L2,Active
1856,Employee-1856,Sales,40,L2,Active
1857,Employee-1857,Finance,48,Senior Manager,Active
1858,Employee-1858,Finance,45,Manager,Active
1859,Employee-1859,IT,13,Manager,Inactive
1860,Employee-1860,HR,49,L2,Active
1861,Employee-1861,Operations,23,L3,Active
1862,Employee-1862,Support,20,L3,Inactive
1863,Employee-1863,HR,37,L4,Active
1864,Employee-1864,Sales,28,Senior Manager,Active
1865,Employee-1865,Finance,17,L4,Active
1866,Employee-1866,IT,28,Manager,Active
1867,Employee-1867,IT,41,L2,Active
1868,Employee-1868,Operations,2,L3,Active
1869,Employee-1869,HR,25,L2,Active
1870,Employee-1870,Operations,50,L1,Active
1871,Employee-1871,Finance,41,L2,Active
1872,Employee-1872,Operations,6,L1,Active
1873,Employee-1873,Support,11,L4,Active
1874,Employee-1874,IT,38,L4,Active
1875,Employee-1875,IT,6,Manager,Active
1876,Employee-1876,Sales,45,L2,Active
1877,Employee-1877,Sales,11,L2,Active
1878,Employee-1878,Finance,14,L1,Active
1879,Employee-1879,Support,2,L4,Active
1880,Employee-1880,HR,40,L1,Active
1881,Employee-1881,Operations,3,L4,Active
1882,Employee-1882,Finance,35,L1,Active
1883,Employee-1883,Sales,33,L4,Active
1884,Employee-1884,Operations,24,L1,Active
1885,Employee-1885,Sales,19,L4,Inactive
1886,Employee-1886,Operations,18,Senior Manager,Active
1887,Employee-1887,HR,49,L1,Active
1888,Employee-1888,Finance,24,L2,Active
1889,Employee-1889,Operations,45,Manager,Active
1890,Employee-1890,Support,35,Senior Manager,Active
1891,Employee-1891,IT,1,Senior Manager,Active
1892,Employee-1892,Support,36,L1,Active
1893,Employee-1893,Support,25,Manager,Active
1894,Employee-1894,IT,45,L2,Active
1895,Employee-1895,Support,49,Senior Manager,Active
1896,Employee-1896,Operations,43,L2,Active
1897,Employee-1897,Operations,34,L4,Active
1898,Employee-1898,Operations,25,Manager,Active
1899,Employee-1899,IT,16,L3,Active
1900,Employee-1900,Support,34,L4,Active
1901,Employee-1901,IT,29,Manager,Active
1902,Employee-1902,Operations,19,L1,Active
1903,Employee-1903,Support,23,L1,Active
1904,Employee-1904,Support,19,L2,Inactive
1905,Employee-1905,Sales,25,Senior Manager,Active
1906,Employee-1906,Sales,16,L3,Active
1907,Employee-1907,HR,9,L1,Active
1908,Employee-1908,Finance,1,Manager,Active
1909,Employee-1909,Sales,42,Senior Manager,Active
1910,Employee-1910,IT,19,Senior Manager,Active
1911,Employee-1911,Sales,33,Manager,Active
1912,Employee-1912,HR,34,Senior Manager,Active
