deployment_id,facility_id,department,sanctioned_positions,actual_headcount
2549,22,Sales,80,96
2550,30,Support,90,77
2551,10,Support,130,46
2552,48,Operations,100,62
2553,48,Sales,144,127
2554,45,Support,67,138
2555,36,Operations,33,28
2556,5,Support,93,77
2557,3,Operations,18,108
2558,27,Sales,25,111
2559,41,IT,141,104
2560,39,Sales,65,29
2561,7,HR,120,39
2562,3,Sales,12,68
2563,34,IT,80,145
2564,38,IT,145,97
2565,4,IT,122,9
2566,30,Operations,124,74
2567,38,Sales,85,117
2568,6,Sales,45,107
2569,40,Finance,92,13
2570,42,HR,125,131
2571,1,Support,49,50
2572,26,Support,137,138
2573,39,Finance,84,31
2574,44,HR,134,114
2575,40,IT,71,26
2576,1,Operations,108,47
2577,16,IT,128,54
2578,20,Finance,17,120
2579,46,Finance,48,30
2580,8,HR,102,47
2581,11,IT,138,67
2582,9,Operations,68,56
2583,11,Sales,132,46
2584,48,Support,113,70
2585,43,IT,113,80
2586,4,Operations,36,130
2587,29,Sales,83,113
2588,4,Support,55,125
2589,48,Operations,41,23
2590,43,Support,70,59
2591,23,Finance,112,49
2592,48,Sales,76,144
2593,4,Operations,124,121
2594,6,HR,88,43
2595,48,IT,127,34
2596,24,Support,58,68
2597,39,Sales,101,32
2598,42,HR,17,119
2599,1,Finance,53,53
2600,43,IT,36,89
2601,3,Finance,75,127
2602,20,Finance,60,66
2603,25,Support,146,118
2604,39,Sales,86,63
2605,39,Finance,90,127
2606,3,Support,13,47
2607,10,HR,66,137
2608,24,Support,94,73
2609,47,Operations,57,26
2610,29,HR,19,122
2611,11,Operations,48,112
2612,27,IT,13,19
2613,43,HR,67,149
2614,49,HR,24,149
2615,17,HR,64,97
2616,40,Finance,118,70
2617,33,HR,88,39
2618,36,Operations,17,54
2619,6,Operations,56,115
2620,2,Sales,89,86
2621,45,Sales,147,62
2622,21,Operations,35,65
2623,21,Operations,28,18
2624,48,IT,77,79
2625,46,Finance,82,75
2626,43,Finance,65,40
2627,34,HR,134,144
2628,43,Sales,149,53
2629,46,Finance,10,104
2630,25,IT,46,13
2631,15,Finance,51,87
2632,45,Sales,85,66
2633,14,HR,66,19
2634,13,HR,83,126
2635,38,HR,37,48
2636,44,Operations,115,104
2637,38,HR,135,84
2638,7,Support,71,117
2639,40,Support,29,149
2640,39,Finance,131,33
2641,29,Operations,109,33
2642,30,Sales,102,56
2643,20,Operations,62,100
2644,22,Operations,72,70
2645,40,Finance,29,113
2646,11,Sales,107,12
2647,13,Sales,141,135
2648,2,IT,138,144
2649,45,Operations,56,135
2650,37,IT,116,115
2651,27,Finance,144,76
2652,22,Sales,103,39
2653,6,Support,103,15
2654,46,Sales,73,84
2655,23,IT,135,124
2656,4,HR,124,81
2657,5,HR,123,56
2658,50,Support,68,43
2659,33,Finance,91,67
2660,34,Finance,95,125
2661,15,IT,37,17
2662,19,Operations,29,20
2663,21,HR,125,48
2664,42,Sales,137,61
2665,38,Support,54,70
2666,19,IT,107,69
2667,26,Support,19,54
2668,25,Support,61,74
2669,14,Sales,136,132
2670,49,Sales,94,9
2671,40,Sales,112,145
2672,20,Finance,19,46
2673,6,Support,29,135
2674,22,Finance,97,122
2675,7,HR,118,91
2676,19,Support,47,123
2677,15,Sales,127,85
2678,12,IT,84,42
2679,43,HR,57,73
2680,43,Sales,101,39
2681,8,HR,30,19
2682,46,Sales,116,23
2683,48,Support,68,111
2684,36,Finance,65,70
2685,38,IT,84,20
2686,12,Finance,61,46
2687,27,IT,58,19
2688,38,IT,44,113
2689,43,Support,13,18
2690,47,HR,11,45
2691,35,IT,72,149
2692,40,HR,146,55
2693,11,Sales,145,33
2694,35,Operations,88,123
2695,31,Support,89,67
2696,40,Finance,70,25
2697,40,Finance,46,124
2698,50,Finance,96,52
2699,21,Finance,106,142
2700,25,Support,84,98
2701,31,IT,37,97
2702,27,IT,80,126
2703,36,Operations,147,48
2704,44,Finance,100,107
2705,5,Sales,32,90
2706,2,IT,117,143
2707,41,HR,13,126
2708,25,IT,50,109
2709,33,IT,70,31
2710,38,Sales,58,72
2711,23,IT,66,147
2712,18,Sales,58,63
2713,18,IT,77,84
2714,27,Support,19,113
2715,4,Finance,44,47
2716,2,Finance,147,120
2717,18,Sales,61,44
2718,33,IT,116,31
2719,50,Operations,25,10
2720,32,Support,103,111
2721,2,HR,109,34
2722,10,IT,13,60
2723,4,Support,90,144
2724,17,Support,38,22
2725,17,Support,96,24
2726,23,Support,95,45
2727,46,Sales,119,38
2728,39,Support,143,49
2729,12,Support,44,107
2730,35,IT,114,48
2731,23,Finance,86,58
2732,40,Support,135,144
2733,29,Support,13,134
2734,38,Finance,86,81
2735,14,Support,122,60
2736,28,Operations,100,47
2737,35,IT,47,131
2738,6,Support,28,138
2739,43,Support,68,46
2740,21,Operations,56,120
2741,10,HR,37,99
2742,21,Sales,123,132
2743,30,Operations,128,65
2744,41,Support,84,25
2745,6,Support,134,114
2746,46,Support,66,85
2747,23,Operations,19,141
2748,6,Finance,92,11
2749,31,Finance,82,41
2750,30,Operations,15,45
2751,9,Sales,38,32
2752,35,HR,37,115
2753,23,HR,73,37
2754,18,HR,44,61
2755,19,HR,91,42
2756,41,IT,84,71
2757,36,HR,90,10
2758,13,HR,70,142
2759,18,Finance,64,21
2760,11,HR,116,40
2761,9,Sales,81,29
2762,45,Operations,82,122
2763,12,Operations,138,90
2764,42,Support,129,54
2765,28,Finance,84,98
2766,45,IT,15,28
2767,33,Sales,63,26
2768,2,Finance,137,48
2769,46,Finance,57,82
2770,16,HR,60,26
2771,50,Support,11,94
2772,3,Operations,55,97
2773,29,IT,93,68
2774,34,HR,80,127
2775,44,Operations,21,34
2776,15,IT,143,65
2777,17,Support,53,44
2778,6,HR,70,134
2779,19,Support,10,88
2780,32,Finance,143,97
2781,43,IT,49,47
2782,31,Finance,60,140
2783,21,Support,54,27
2784,14,IT,74,37
2785,42,Operations,126,107
2786,28,Finance,82,141
2787,5,Finance,63,31
2788,28,Finance,41,50
2789,28,IT,28,33
2790,27,HR,104,131
2791,9,IT,107,129
2792,26,Finance,140,55
2793,44,Support,136,60
2794,10,Operations,96,135
2795,37,Operations,67,69
2796,20,Sales,104,124
2797,30,Finance,112,106
2798,20,Support,90,49
2799,9,Support,43,75
2800,10,Sales,62,60
2801,9,Sales,122,133
2802,2,Support,11,128
2803,11,Sales,80,135
2804,28,Operations,16,131
2805,28,HR,106,134
2806,18,Support,108,25
2807,25,Support,36,69
2808,15,Support,16,15
2809,35,HR,51,129
2810,16,Support,19,20
2811,27,IT,108,69
2812,24,Support,148,34
2813,18,Support,98,52
2814,11,Sales,20,125
2815,1,HR,118,134
2816,27,Finance,130,14
2817,23,Finance,21,31
2818,49,Operations,102,22
2819,44,IT,43,99
2820,31,Operations,14,18
2821,17,Sales,35,84
2822,44,Finance,23,39
2823,8,Sales,56,129
2824,1,Sales,31,99
2825,9,Sales,125,47
2826,47,HR,15,145
2827,48,Support,45,61
2828,44,IT,56,104
2829,19,Support,119,148
2830,45,HR,103,97
2831,32,Support,55,15
2832,15,HR,37,136
2833,27,Finance,27,32
2834,13,HR,104,45
2835,16,IT,47,142
2836,19,HR,27,140
2837,20,HR,78,54
2838,26,HR,45,123
2839,8,Sales,20,74
2840,5,Operations,94,126
2841,14,Support,88,128
2842,13,IT,61,50
2843,19,Finance,126,20
2844,20,Support,74,104
2845,39,Support,114,52
2846,38,Sales,122,139
2847,32,HR,94,117
2848,16,Sales,14,23
2849,1,IT,13,104
2850,37,Finance,41,69
2851,32,Sales,29,98
2852,29,Operations,106,120
2853,20,Sales,35,36
2854,47,Support,46,83
2855,44,HR,90,54
2856,14,Finance,94,128
2857,39,Operations,134,102
2858,24,Sales,102,126
2859,8,HR,70,65
2860,30,Support,104,149
2861,48,Finance,99,76
2862,17,Sales,37,101
2863,50,HR,97,129
2864,26,IT,98,51
2865,32,Support,105,105
2866,4,Sales,83,43
2867,43,Support,146,36
2868,24,HR,38,102
2869,16,Finance,66,40
2870,43,HR,10,140
2871,24,IT,96,100
2872,8,IT,143,43
2873,12,Support,34,55
2874,47,Sales,92,120
2875,6,Operations,50,44
2876,3,HR,97,66
2877,14,Finance,100,53
2878,10,Sales,77,115
2879,37,Support,78,124
2880,38,Operations,65,11
2881,47,HR,149,69
2882,39,Sales,55,102
2883,18,HR,129,66
2884,19,Support,59,56
2885,23,Finance,146,105
2886,37,Support,26,29
2887,40,Support,56,32
2888,30,IT,135,52
2889,37,Sales,147,50
2890,29,IT,108,48
2891,32,Finance,131,88
2892,5,HR,85,43
2893,15,Sales,121,52
2894,10,Support,46,146
2895,32,HR,115,24
2896,48,IT,108,127
2897,2,Operations,119,46
2898,3,Operations,132,96
2899,19,Operations,107,28
2900,26,IT,104,62
2901,38,IT,35,86
2902,27,Support,111,80
2903,35,IT,147,134
2904,22,Operations,125,37
2905,50,Operations,147,55
2906,29,IT,146,78
2907,5,Sales,11,46
2908,36,HR,57,69
2909,14,IT,97,70
2910,36,HR,78,145
2911,22,Support,124,89
2912,21,Operations,127,48
2913,31,Operations,104,61
2914,14,Sales,102,22
2915,22,Support,99,127
2916,22,Finance,21,108
2917,44,Finance,130,9
2918,16,IT,72,107
2919,9,Finance,106,126
2920,18,Support,127,122
2921,45,Finance,132,51
2922,26,IT,134,63
2923,3,Finance,100,113
2924,37,Sales,76,138
2925,2,HR,69,139
2926,20,Operations,48,132
2927,30,Finance,143,40
2928,9,HR,41,50
2929,44,HR,75,81
2930,18,Sales,24,21
2931,29,Operations,46,34
2932,4,IT,58,82
2933,30,Operations,106,12
2934,12,Support,43,141
2935,41,Support,116,38
2936,47,HR,26,44
2937,32,IT,52,16
2938,50,Finance,80,107
2939,30,HR,52,106
2940,2,Support,12,56
2941,7,Sales,23,143
2942,45,IT,91,50
2943,17,Sales,39,18
2944,36,IT,54,60
2945,11,Support,127,137
2946,36,HR,95,8
2947,3,HR,98,113
2948,4,Operations,46,75
2949,7,Sales,40,38
2950,22,HR,73,11
2951,47,Sales,70,125
2952,41,IT,48,32
2953,30,Operations,40,99
2954,21,Finance,30,26
2955,25,Sales,100,57
2956,50,Support,70,61
2957,49,Support,33,96
2958,30,Sales,107,99
2959,48,Finance,27,25
2960,12,HR,114,113
2961,21,Sales,131,98
2962,10,Finance,13,113
2963,36,IT,109,16
2964,41,HR,104,66
2965,30,IT,138,126
2966,31,IT,38,149
2967,3,Operations,120,55
2968,11,Sales,77,87
2969,15,IT,122,12
2970,3,Finance,143,32
2971,21,IT,67,130
2972,25,Support,128,107
2973,11,IT,11,60
2974,48,Finance,131,136
2975,21,IT,19,60
2976,13,Sales,133,25
2977,30,IT,77,13
2978,12,HR,88,26
2979,37,IT,17,46
2980,20,HR,45,120
2981,24,Operations,66,15
2982,30,Support,110,99
2983,6,Operations,113,65
2984,40,IT,136,97
2985,4,Finance,131,68
2986,22,Operations,110,34
2987,4,Sales,57,63
2988,5,Support,34,91
2989,12,Finance,64,56
2990,29,IT,98,120
2991,16,HR,47,32
2992,9,Sales,37,95
2993,32,HR,11,98
2994,29,Finance,30,60
2995,12,Operations,60,15
2996,6,Sales,98,61
2997,8,IT,61,57
2998,45,Finance,21,30
2999,35,IT,16,132
3000,44,Operations,49,135
3001,41,HR,96,58
3002,43,IT,135,49
3003,49,HR,76,74
3004,31,Sales,23,11
3005,49,HR,79,141
3006,7,Finance,144,91
3007,31,Operations,102,135
3008,28,Finance,64,25
3009,26,HR,67,91
3010,47,Finance,93,67
3011,3,Sales,20,12
3012,47,Support,34,137
3013,18,IT,15,101
3014,44,Sales,105,95
3015,4,Finance,131,149
3016,16,Sales,103,140
3017,50,Finance,105,113
3018,7,Operations,87,8
3019,26,HR,32,55
3020,18,IT,18,123
3021,22,Finance,138,133
3022,9,Support,93,134
3023,32,Support,67,78
3024,38,Sales,123,137
3025,18,Sales,116,101
3026,46,Operations,131,59
3027,25,Support,13,27
3028,37,Sales,75,106
3029,14,Operations,41,101
3030,40,Operations,96,130
3031,30,Operations,111,70
3032,41,Sales,125,99
3033,11,Support,46,16
3034,19,Sales,32,137
3035,37,IT,115,30
3036,49,IT,25,133
3037,35,Finance,13,14
3038,24,IT,41,122
3039,6,IT,34,113
3040,3,Operations,143,68
3041,33,HR,127,104
3042,16,Support,144,128
3043,50,Finance,132,42
3044,24,Support,52,82
3045,22,Finance,79,108
3046,37,HR,106,76
3047,6,Sales,54,93
3048,45,Sales,35,119
3049,43,HR,48,70
3050,43,Sales,122,101
3051,48,Operations,34,44
3052,17,Support,79,129
3053,25,Operations,95,81
3054,40,Sales,32,77
3055,5,HR,100,43
3056,33,Operations,31,94
3057,41,Support,89,48
3058,39,IT,41,121
3059,50,HR,75,80
3060,43,Support,47,74
3061,29,Operations,106,112
3062,35,HR,29,17
3063,28,Sales,46,92
3064,21,Operations,107,108
3065,7,Operations,106,111
3066,45,HR,115,75
3067,2,Sales,30,54
3068,32,Operations,79,55
3069,48,Support,85,113
3070,34,Support,135,93
3071,3,Sales,124,113
3072,32,Sales,109,139
3073,16,Sales,88,130
3074,16,Sales,78,82
3075,42,Operations,94,148
3076,26,Support,20,11
3077,25,Operations,95,61
3078,43,Sales,97,94
3079,28,Operations,134,125
3080,47,Support,48,149
3081,42,Sales,38,104
3082,23,Support,18,44
3083,20,IT,90,102
3084,3,Sales,132,111
3085,25,IT,107,112
3086,7,Support,41,67
3087,24,Sales,29,114
3088,5,Support,78,30
3089,25,Operations,72,89
3090,12,Support,91,102
3091,30,Support,116,108
3092,21,HR,11,125
3093,40,Sales,137,77
3094,5,Finance,116,19
3095,18,HR,82,83
3096,44,Support,28,8
3097,42,Operations,79,23
3098,15,Operations,79,125
3099,11,HR,43,42
3100,24,Finance,140,85
3101,46,HR,93,122
3102,30,Sales,87,92
3103,19,Operations,92,135
3104,3,HR,100,130
3105,31,HR,94,37
3106,26,Finance,144,142
3107,44,HR,112,17
3108,18,Finance,99,57
3109,33,IT,13,9
3110,26,Support,139,136
3111,25,Support,35,93
3112,2,Sales,146,87
3113,12,Finance,99,128
3114,7,IT,24,34
3115,44,Operations,69,57
3116,19,Finance,38,22
3117,30,Finance,37,131
3118,37,Support,58,108
3119,32,Finance,118,48
3120,17,Finance,132,42
3121,32,Support,119,39
3122,38,Finance,133,38
3123,40,Sales,79,39
3124,38,IT,121,138
3125,13,Support,109,54
3126,18,HR,108,114
3127,5,Operations,117,48
3128,49,Support,140,65
3129,47,Operations,78,17
3130,38,Support,141,97
3131,9,Operations,36,46
3132,29,Support,124,14
3133,43,HR,25,70
3134,13,Operations,27,100
3135,32,HR,97,80
3136,24,Finance,74,14
3137,33,Operations,98,29
3138,38,Support,134,126
3139,45,IT,62,131
3140,27,Finance,80,77
3141,2,IT,67,13
3142,2,Support,17,23
3143,17,IT,40,67
3144,22,Support,96,70
3145,34,Sales,42,130
3146,27,Operations,135,72
3147,26,IT,33,130
3148,41,Support,35,48
3149,20,HR,51,98
3150,42,Sales,103,129
3151,50,Operations,122,100
3152,28,IT,18,12
3153,50,HR,96,109
3154,39,Support,86,19
3155,25,Sales,65,124
3156,29,HR,38,110
3157,36,Operations,133,62
3158,9,Finance,37,87
3159,50,Operations,29,70
3160,17,Finance,88,83
3161,1,Finance,59,78
3162,16,HR,31,46
3163,49,Operations,38,47
3164,49,Sales,93,24
3165,29,Operations,131,104
3166,25,Support,47,43
3167,15,Support,111,103
3168,8,Support,81,139
3169,29,IT,20,47
3170,17,IT,146,41
3171,9,Finance,18,79
3172,38,Support,95,71
3173,23,Sales,16,61
3174,3,IT,115,143
3175,34,Operations,114,23
3176,9,Finance,98,123
3177,21,Sales,66,39
3178,2,Sales,129,81
3179,17,Finance,91,47
3180,9,IT,133,13
3181,43,IT,35,51
3182,41,HR,15,24
3183,38,Sales,36,91
3184,20,Support,57,105
3185,3,HR,35,96
3186,48,HR,148,135
3187,28,IT,68,119
3188,34,IT,14,48
3189,31,IT,29,26
3190,41,IT,71,23
3191,47,Support,32,75
3192,25,Finance,49,124
3193,11,Support,43,94
3194,30,IT,78,29
3195,1,Sales,60,65
3196,42,Sales,83,118
3197,45,Support,100,29
3198,49,Support,72,137
3199,34,HR,148,41
3200,41,Sales,129,8
3201,25,Operations,102,88
3202,19,Finance,11,53
3203,6,IT,63,62
3204,35,Operations,17,124
3205,20,Support,42,79
3206,29,IT,92,39
3207,44,Sales,56,42
3208,1,Operations,93,71
3209,21,IT,93,57
3210,49,Support,43,33
3211,3,Support,46,96
3212,17,HR,83,126
3213,43,HR,116,29
3214,11,Sales,120,129
3215,38,Support,53,56
3216,7,Finance,21,42
3217,41,Finance,78,141
3218,42,IT,92,92
3219,40,Finance,39,80
3220,22,Operations,119,126
3221,50,Support,68,49
3222,2,Sales,142,117
3223,50,Support,135,62
3224,27,Finance,72,132
3225,50,HR,52,71
3226,1,IT,22,18
3227,48,Finance,93,81
3228,25,Sales,68,38
3229,47,IT,74,136
3230,3,IT,139,70
3231,16,Support,80,49
3232,19,Operations,135,68
3233,11,HR,148,23
3234,39,HR,133,80
3235,27,IT,72,85
3236,46,Support,148,90
3237,20,Finance,53,96
3238,40,Sales,75,133
3239,41,IT,48,36
3240,5,IT,53,46
3241,36,Support,108,34
3242,25,Support,77,117
3243,48,IT,74,83
3244,41,IT,32,19
3245,49,Support,118,132
3246,7,Sales,94,143
3247,12,Sales,91,63
3248,33,Finance,29,77
3249,48,Finance,92,104
3250,46,Sales,145,48
3251,11,IT,46,130
3252,44,IT,126,14
3253,19,HR,108,16
3254,18,Operations,75,47
3255,49,Support,38,40
3256,24,Support,92,33
3257,18,Sales,17,149
3258,33,HR,110,67
3259,49,Finance,42,12
3260,29,Sales,103,102
3261,35,Operations,34,67
3262,5,HR,99,49
3263,33,Finance,75,62
3264,43,Support,34,22
3265,18,IT,59,98
3266,23,Operations,119,11
3267,5,HR,149,127
3268,30,Sales,15,54
3269,48,Operations,137,27
3270,7,IT,95,71
3271,11,IT,118,35
3272,15,HR,72,89
3273,11,Sales,84,61
3274,12,HR,12,91
3275,49,IT,37,19
3276,19,Sales,137,32
3277,12,Operations,134,71
3278,31,HR,15,16
3279,28,Finance,87,92
3280,30,IT,38,139
3281,27,Finance,48,16
3282,50,Support,29,34
3283,27,Sales,54,146
3284,50,IT,27,74
3285,23,Support,31,109
3286,39,Support,119,135
3287,36,IT,141,122
3288,46,Sales,114,16
3289,6,IT,123,27
3290,43,Sales,103,147
3291,29,Finance,141,24
3292,15,HR,64,77
3293,43,Finance,138,141
3294,19,Finance,142,52
3295,42,IT,35,125
3296,12,Finance,44,9
3297,38,Support,98,92
3298,4,IT,63,77
3299,25,Finance,65,38
3300,36,Finance,132,35
3301,34,IT,149,74
3302,22,Finance,28,135
3303,21,Sales,82,40
3304,36,IT,100,98
3305,19,IT,24,112
3306,13,Operations,78,28
3307,18,Finance,119,101
3308,11,Sales,119,71
3309,3,Operations,43,95
3310,11,Operations,81,59
3311,45,Finance,39,139
3312,15,Finance,89,49
3313,31,IT,128,70
3314,7,Operations,99,36
3315,39,IT,53,41
3316,1,IT,63,60
3317,18,Sales,56,88
3318,42,Finance,57,109
3319,10,Finance,44,72
3320,41,HR,93,26
3321,20,Operations,42,8
3322,4,HR,76,133
3323,12,HR,140,10
3324,40,Operations,39,149
3325,11,Support,39,132
3326,17,Support,120,27
3327,12,Sales,99,56
3328,29,IT,123,114
3329,43,IT,92,89
3330,29,Support,10,87
3331,33,Operations,10,103
3332,46,IT,14,19
3333,6,HR,137,126
3334,36,Operations,44,98
3335,21,HR,107,131
3336,34,Operations,143,35
3337,5,Finance,65,26
3338,41,Operations,74,124
3339,31,IT,24,111
3340,8,Finance,147,89
3341,22,Support,11,126
3342,38,Support,129,122
3343,44,IT,30,46
3344,40,Finance,131,45
3345,39,Sales,133,90
3346,50,Support,71,87
3347,3,HR,45,10
3348,14,IT,63,96
3349,24,Finance,74,146
3350,26,Support,137,104
3351,50,Finance,35,79
3352,18,Operations,15,45
3353,48,Finance,17,127
3354,35,Finance,14,37
3355,15,Finance,138,103
3356,30,Support,30,78
3357,12,HR,98,128
3358,20,Sales,133,103
3359,1,Sales,114,53
3360,14,Finance,46,75
3361,9,Support,28,47
3362,41,HR,29,35
3363,20,IT,57,31
3364,19,Sales,112,103
3365,18,IT,122,97
3366,45,Operations,64,112
3367,16,IT,144,129
3368,40,IT,10,78
3369,29,HR,118,13
3370,2,Finance,149,121
3371,32,Operations,72,104
3372,22,Finance,22,43
3373,19,Finance,147,120
3374,12,HR,135,62
3375,13,Support,100,99
3376,8,Operations,89,128
3377,50,Sales,13,43
3378,22,IT,82,52
3379,36,Finance,79,142
3380,44,HR,131,136
3381,20,IT,34,32
3382,35,Support,111,123
3383,28,Sales,88,12
3384,45,HR,113,86
3385,10,Operations,19,52
3386,46,Operations,49,17
3387,41,Sales,124,96
3388,25,IT,84,107
3389,4,Support,31,101
3390,14,HR,138,146
3391,7,Finance,129,22
3392,2,HR,149,74
3393,29,IT,34,89
3394,34,Operations,127,60
3395,27,IT,131,25
3396,50,Support,129,143
3397,46,Finance,75,100
3398,49,IT,121,95
3399,34,Sales,146,129
3400,7,Sales,26,140
3401,15,Sales,67,89
3402,2,Finance,34,78
3403,28,Sales,115,83
3404,29,Support,95,132
3405,4,Operations,96,40
3406,35,IT,34,36
3407,49,HR,91,129
3408,30,HR,127,88
3409,14,Finance,63,86
3410,48,HR,117,76
3411,18,HR,19,132
3412,18,Operations,23,15
3413,13,Operations,88,133
3414,41,Operations,128,43
3415,27,Sales,107,75
3416,13,Support,57,141
3417,49,Operations,72,124
3418,25,Operations,133,108
3419,27,HR,90,126
3420,28,IT,144,68
3421,38,Support,103,91
3422,44,Operations,37,95
3423,22,IT,30,64
3424,21,HR,46,120
3425,12,Support,77,90
3426,33,HR,130,25
3427,46,Finance,118,45
3428,26,Finance,71,145
3429,32,Sales,57,127
3430,19,Finance,62,64
3431,15,Finance,111,121
3432,21,HR,112,111
3433,41,Support,32,149
3434,2,HR,90,8
3435,36,Operations,122,26
3436,3,HR,67,22
3437,34,Sales,76,41
3438,28,Support,123,111
3439,46,HR,22,107
3440,32,Operations,110,40
3441,42,IT,98,54
3442,4,IT,112,66
3443,38,Operations,141,103
3444,49,IT,36,90
3445,6,IT,138,54
3446,9,HR,99,66
3447,48,Operations,118,126
3448,50,IT,64,46
3449,30,Sales,72,67
3450,31,Sales,56,32
3451,1,Support,102,29
3452,22,Sales,78,10
3453,23,Sales,26,135
3454,24,Sales,43,109
3455,2,IT,130,55
3456,29,Operations,115,69
3457,3,HR,72,115
3458,22,Support,133,107
3459,40,IT,116,122
3460,40,Sales,19,141
3461,11,Support,119,126
3462,26,Finance,18,59
3463,47,Support,61,95
3464,28,Sales,59,126
3465,5,IT,55,23
3466,14,IT,29,125
3467,37,Finance,55,94
3468,13,IT,122,46
3469,49,Sales,80,49
3470,10,Sales,112,83
3471,14,Support,80,132
3472,24,Support,98,33
3473,16,Sales,65,134
3474,24,Support,139,134
3475,37,IT,100,37
3476,29,HR,70,25
3477,31,Operations,65,90
3478,34,Finance,20,40
3479,40,Finance,101,105
3480,50,Support,39,103
3481,38,Sales,86,141
3482,22,HR,99,13
3483,39,HR,44,119
3484,34,Support,85,75
3485,49,Operations,125,113
3486,42,Operations,91,93
3487,38,Support,20,38
3488,15,Support,59,100
3489,46,Support,23,127
3490,2,Operations,27,112
3491,22,Sales,119,68
3492,31,Support,132,124
3493,47,HR,113,14
3494,31,Sales,74,103
3495,16,Support,91,137
3496,18,Finance,14,94
3497,13,IT,65,127
3498,20,IT,51,132
3499,7,Support,98,60
3500,36,Support,51,15
3501,43,Sales,149,20
3502,24,HR,136,141
3503,9,Finance,24,25
3504,38,Finance,37,143
3505,45,Operations,26,109
3506,8,Finance,62,119
3507,8,Sales,79,49
3508,38,HR,115,38
3509,41,Support,10,90
3510,33,IT,141,103
3511,29,IT,117,120
3512,12,HR,108,89
3513,45,Finance,18,18
3514,46,Operations,70,33
3515,50,IT,80,137
3516,41,IT,34,95
3517,28,Operations,59,49
3518,8,Finance,70,95
3519,9,Support,90,148
3520,21,HR,61,52
3521,7,HR,64,63
3522,13,Support,46,142
3523,9,HR,22,113
3524,12,Support,64,35
3525,27,IT,39,33
3526,11,Support,93,135
3527,43,Sales,74,131
3528,9,Finance,64,17
3529,13,HR,56,130
3530,48,Finance,61,31
3531,8,HR,58,76
3532,48,Sales,135,110
3533,9,IT,98,118
3534,6,Finance,110,137
3535,43,Support,69,133
3536,17,Finance,48,25
3537,30,Sales,145,117
3538,5,Operations,60,70
3539,42,IT,95,111
3540,10,Sales,73,134
3541,26,Support,94,64
3542,22,Finance,37,91
3543,29,Sales,118,37
3544,38,Operations,101,110
3545,7,Operations,82,142
3546,30,IT,80,71
3547,48,Operations,112,83
3548,24,Support,83,44
3549,15,Finance,77,146
3550,17,Support,127,140
3551,6,Sales,100,127
3552,13,HR,51,94
3553,3,Support,65,118
3554,28,IT,143,139
3555,44,IT,81,45
3556,44,Operations,113,106
3557,7,HR,85,50
3558,28,Support,69,95
3559,11,Support,99,81
3560,4,Sales,116,117
3561,40,Support,126,8
3562,8,HR,97,136
3563,1,Finance,22,37
3564,45,Support,84,131
3565,34,Operations,129,44
3566,46,Sales,54,130
3567,15,IT,112,62
3568,47,Sales,13,84
3569,38,Finance,37,72
3570,3,Sales,35,18
3571,37,Support,65,81
3572,12,Operations,38,98
3573,33,IT,50,52
3574,33,Sales,137,44
3575,47,IT,85,108
3576,7,IT,106,146
3577,40,IT,53,109
3578,27,Support,52,20
3579,43,IT,101,15
3580,1,Finance,83,41
3581,30,Sales,80,147
3582,23,Support,116,21
3583,43,Finance,15,17
3584,7,Sales,11,57
3585,23,Support,145,132
3586,5,Sales,42,62
3587,4,Sales,96,53
3588,50,Operations,19,51
3589,7,Operations,77,92
3590,5,HR,132,121
3591,44,Finance,10,144
3592,26,IT,96,87
3593,48,Operations,59,120
3594,36,Operations,69,133
3595,39,Operations,144,93
3596,44,IT,107,10
3597,39,HR,93,146
3598,47,Operations,34,122
3599,17,Sales,33,36
3600,14,HR,36,46
3601,24,IT,124,131
3602,47,Support,85,106
3603,10,Support,133,135
3604,12,Support,74,147
3605,27,Support,138,113
3606,45,Finance,132,93
3607,2,Finance,42,108
3608,34,HR,125,43
3609,36,Operations,139,21
3610,20,Finance,78,128
3611,27,Sales,73,79
3612,10,Finance,12,119
3613,32,Operations,72,88
3614,7,Operations,44,112
3615,17,Support,141,83
3616,40,Support,101,86
3617,32,Operations,21,9
3618,24,IT,99,106
3619,11,Support,13,67
3620,20,Finance,17,147
3621,3,Operations,18,131
3622,6,IT,26,136
3623,16,Support,95,62
3624,46,IT,110,29
3625,48,HR,96,11
3626,38,IT,72,132
3627,22,Support,66,144
3628,23,Finance,137,112
3629,38,HR,149,99
3630,49,Finance,107,146
3631,8,Sales,102,31
3632,45,Finance,79,95
3633,35,Sales,46,81
3634,20,Sales,122,64
3635,30,IT,18,27
3636,25,IT,65,23
3637,6,HR,122,111
3638,47,Support,99,135
3639,37,Operations,102,123
3640,36,Finance,114,53
3641,38,Support,106,114
3642,35,IT,56,138
3643,8,Operations,112,99
3644,8,Operations,124,149
3645,32,Sales,92,37
3646,34,IT,97,90
3647,21,Sales,42,48
3648,33,Operations,148,36
3649,15,Finance,44,95
3650,22,IT,48,75
3651,6,Sales,49,105
3652,24,Sales,139,82
3653,24,IT,101,141
3654,19,Finance,98,125
3655,25,Finance,100,118
3656,42,HR,72,39
3657,28,Operations,60,131
3658,21,IT,135,39
3659,43,Operations,69,27
3660,32,Finance,77,119
3661,46,HR,128,56
3662,28,Finance,142,145
3663,26,HR,36,46
3664,11,Support,87,46
3665,9,Finance,149,109
3666,28,Support,132,83
3667,29,Operations,33,72
