invoice_id,facility_id,invoice_amount,sla_status
INV-002948,46,37478.78666895185,Delayed
INV-002949,19,36516.49538725811,On-Time
INV-002950,22,104171.82168478926,On-Time
INV-002951,24,11469.50549220821,On-Time
INV-002952,45,17678.792480442564,On-Time
INV-002953,12,15665.738578136667,On-Time
INV-002954,30,23750.69898650079,On-Time
INV-002955,38,269498.1492920789,On-Time
INV-002956,31,22715.689115494326,On-Time
INV-002957,36,9370.196511204242,On-Time
INV-002958,19,6943.093983539196,On-Time
INV-002959,48,77083.536880352,On-Time
INV-002960,45,9327.716315876212,On-Time
INV-002961,36,42769.77579931274,On-Time
INV-002962,30,11162.426836265522,On-Time
INV-002963,49,6206.219810535812,On-Time
INV-002964,33,40344.066024836,On-Time
INV-002965,18,11722.380223303962,On-Time
INV-002966,49,33705.81452323222,On-Time
INV-002967,28,36289.471644632955,On-Time
INV-002968,47,38035.12085948792,On-Time
INV-002969,11,16845.710203812287,On-Time
INV-002970,45,43747.22916920051,On-Time
INV-002971,33,8755.642875515714,On-Time
INV-002972,17,1892.9840945631674,On-Time
INV-002973,6,44662.61928424813,On-Time
INV-002974,4,25993.20677129542,On-Time
INV-002975,20,11967.162936750758,On-Time
INV-002976,48,5058.611097914205,On-Time
INV-002977,47,2873.889739741932,Delayed
INV-002978,27,23196.190653639947,On-Time
INV-002979,15,114552.20829880964,On-Time
INV-002980,6,19176.53324316729,Delayed
INV-002981,47,15346.836081615074,On-Time
INV-002982,14,21496.215116037347,On-Time
INV-002983,11,194698.0375406791,On-Time
INV-002984,39,46718.90719231677,On-Time
INV-002985,9,8659.60811566259,On-Time
INV-002986,26,22654.27611183892,On-Time
INV-002987,16,30712.865306644657,On-Time
INV-002988,5,7659.1870925961475,On-Time
INV-002989,10,47058.02164206567,On-Time
INV-002990,50,9722.433273017277,On-Time
INV-002991,3,4861.2662715544875,On-Time
INV-002992,13,23768.906450306647,On-Time
INV-002993,43,20289.202774688252,On-Time
INV-002994,49,22003.96839792095,On-Time
INV-002995,30,10253.305109900653,On-Time
INV-002996,45,11788.589865900763,On-Time
INV-002997,6,68080.53763817878,On-Time
INV-002998,17,34237.801340265694,On-Time
INV-002999,45,8461.264617667255,On-Time
INV-003000,19,3131.6118078645295,On-Time
INV-003001,42,8827.115748040824,On-Time
INV-003002,35,25778.57687157737,On-Time
INV-003003,46,11708.47575059163,Delayed
INV-003004,26,10832.972753713428,On-Time
INV-003005,5,12220.126213012429,On-Time
INV-003006,29,20481.80965404593,On-Time
INV-003007,37,48273.01138427552,On-Time
INV-003008,20,22017.23414854232,On-Time
INV-003009,49,23433.85431806013,On-Time
INV-003010,21,17590.946339057806,On-Time
INV-003011,10,13368.322140197568,On-Time
INV-003012,5,53865.251872878405,On-Time
INV-003013,36,46277.07920108492,On-Time
INV-003014,6,170293.7077041483,On-Time
INV-003015,26,40561.081349051456,On-Time
INV-003016,4,13380.927861718737,On-Time
INV-003017,39,8913.735591356366,On-Time
INV-003018,39,57122.03714676418,On-Time
INV-003019,50,9749.907879490658,On-Time
INV-003020,35,49500.43253117151,On-Time
INV-003021,1,10301.924548241384,On-Time
INV-003022,24,31230.747452466716,On-Time
INV-003023,36,7633.095820208769,On-Time
INV-003024,6,48044.61581549324,On-Time
INV-003025,41,6414.577056577125,On-Time
INV-003026,46,28939.34391799322,On-Time
INV-003027,44,18072.741104997058,Delayed
INV-003028,31,24387.023285001076,On-Time
INV-003029,20,14826.867207318854,On-Time
INV-003030,24,14483.133618285507,On-Time
INV-003031,25,25713.751459077634,On-Time
INV-003032,36,8085.774983573397,On-Time
INV-003033,21,8038.340523612546,On-Time
INV-003034,30,15389.650243580498,On-Time
INV-003035,24,14802.181688613102,Delayed
INV-003036,44,8059.4737047848585,On-Time
INV-003037,42,55504.239983448584,On-Time
INV-003038,30,15764.669089647256,On-Time
INV-003039,22,17559.2788223571,On-Time
INV-003040,28,5839.91589414142,On-Time
INV-003041,7,174841.62700477042,On-Time
INV-003042,35,249463.37643282022,On-Time
INV-003043,28,10093.040658286996,On-Time
INV-003044,14,75063.25080490837,On-Time
INV-003045,10,20094.202432801234,On-Time
INV-003046,16,109509.82966206947,On-Time
INV-003047,16,30829.678306665795,On-Time
INV-003048,31,24337.220584882456,On-Time
INV-003049,42,1809.3636002859541,On-Time
INV-003050,25,9148.946605620013,On-Time
INV-003051,13,22483.133156275224,On-Time
INV-003052,6,26867.327940776515,On-Time
INV-003053,44,6536.559829255081,On-Time
INV-003054,9,10627.799817596284,On-Time
INV-003055,45,38309.26367187145,On-Time
INV-003056,36,5523.623031556836,On-Time
INV-003057,43,25178.096869956426,On-Time
INV-003058,20,75959.34420694363,On-Time
INV-003059,18,32385.6152397132,On-Time
INV-003060,43,30806.67736920731,On-Time
INV-003061,21,2921.488573532601,On-Time
INV-003062,4,9682.614372236116,On-Time
INV-003063,50,171819.8517879589,On-Time
INV-003064,33,12098.516036523035,On-Time
INV-003065,27,78000.94410799012,On-Time
INV-003066,7,11958.039715009845,On-Time
INV-003067,6,16683.566941930454,On-Time
INV-003068,15,36885.98122911651,On-Time
INV-003069,18,24359.885366255214,On-Time
INV-003070,32,32257.7128252059,On-Time
INV-003071,11,9716.781733693459,On-Time
INV-003072,20,7070.806391083456,On-Time
INV-003073,24,9082.714544936123,On-Time
INV-003074,15,12934.86759695055,On-Time
INV-003075,48,17513.348103579934,On-Time
INV-003076,7,62148.09101133359,On-Time
INV-003077,21,24036.804512113722,On-Time
INV-003078,42,35760.424588908405,On-Time
INV-003079,26,25377.062975844558,On-Time
INV-003080,44,7219.678822442938,On-Time
INV-003081,14,22410.155956453913,On-Time
INV-003082,37,25103.99084253247,On-Time
INV-003083,21,47095.05199688301,On-Time
INV-003084,18,7565.940419222097,On-Time
INV-003085,5,2862.89644645713,On-Time
INV-003086,3,26272.12618257371,On-Time
INV-003087,23,31377.614435638636,On-Time
INV-003088,26,18409.372587873146,On-Time
INV-003089,37,22652.395813023697,On-Time
INV-003090,24,53038.44880015471,On-Time
INV-003091,49,13921.565943084901,On-Time
INV-003092,19,16669.88634593746,On-Time
INV-003093,25,23838.005234138323,On-Time
INV-003094,21,6504.082403619993,On-Time
INV-003095,12,18922.420634828883,On-Time
INV-003096,41,20666.239022095866,On-Time
INV-003097,33,113214.80408315771,On-Time
INV-003098,50,16348.384144706379,On-Time
INV-003099,4,26903.488466314473,On-Time
INV-003100,42,55194.445675937335,On-Time
INV-003101,7,9533.005073425755,On-Time
INV-003102,22,87180.88584778483,On-Time
INV-003103,33,128523.90948716876,On-Time
INV-003104,17,21399.090762021842,On-Time
INV-003105,24,12843.253571196314,On-Time
INV-003106,34,112096.95263992927,On-Time
INV-003107,28,48807.09022425791,On-Time
INV-003108,43,23908.01900016595,On-Time
INV-003109,41,91751.93169720744,On-Time
INV-003110,39,82536.19377569848,On-Time
INV-003111,22,15736.577301058629,On-Time
INV-003112,49,28246.6417470929,On-Time
INV-003113,17,39214.132663170225,On-Time
INV-003114,34,22668.464984348215,On-Time
INV-003115,6,5481.474478091955,On-Time
INV-003116,46,8619.139186375716,Delayed
INV-003117,6,5663.159406779774,On-Time
INV-003118,34,36059.45211813926,On-Time
INV-003119,1,6738.871002825169,On-Time
INV-003120,10,26699.97934566467,On-Time
INV-003121,21,137572.15557647098,On-Time
INV-003122,5,91836.96688335501,On-Time
INV-003123,2,3507.2353378567705,On-Time
INV-003124,22,6132.136679126288,Delayed
INV-003125,48,10132.299553954059,On-Time
INV-003126,2,6842.964415316453,Delayed
INV-003127,10,4214.075972000574,On-Time
INV-003128,34,21788.980956432828,On-Time
INV-003129,16,44582.67231570327,On-Time
INV-003130,48,57184.264234363814,On-Time
INV-003131,39,13705.10718063617,On-Time
INV-003132,22,16782.572901181808,On-Time
INV-003133,12,31435.001392809267,On-Time
INV-003134,24,19761.965562886242,On-Time
INV-003135,47,49543.52108414409,On-Time
INV-003136,40,33872.7068977209,On-Time
INV-003137,38,15118.819578577273,On-Time
INV-003138,10,3440.47109890308,On-Time
INV-003139,35,98620.221471565,On-Time
INV-003140,49,11091.315687081511,On-Time
INV-003141,32,31494.19889310853,On-Time
INV-003142,7,3240.2583111787353,On-Time
INV-003143,21,21778.606562947814,On-Time
INV-003144,20,24349.387175469823,On-Time
INV-003145,26,25555.352695812526,On-Time
INV-003146,4,448558.004773871,On-Time
INV-003147,46,11718.002649461585,On-Time
INV-003148,22,50044.316755471395,On-Time
INV-003149,15,37169.07778352567,On-Time
INV-003150,40,11174.179649343165,Delayed
INV-003151,21,49299.509129746104,On-Time
INV-003152,15,18688.78822864457,On-Time
INV-003153,22,52851.597482952864,On-Time
INV-003154,28,156523.68563507253,On-Time
INV-003155,14,25611.55486719058,On-Time
INV-003156,27,16628.523300689645,On-Time
INV-003157,41,63041.98322412152,On-Time
INV-003158,40,89023.27807626205,On-Time
INV-003159,28,9106.488501861262,On-Time
INV-003160,26,14003.22459740454,On-Time
INV-003161,49,43279.0200792221,On-Time
INV-003162,2,19302.077075321384,On-Time
INV-003163,25,8481.715323230466,On-Time
INV-003164,3,37823.83838329622,On-Time
INV-003165,8,43109.11401090118,On-Time
INV-003166,44,15766.051121072569,Delayed
INV-003167,33,23420.073262079157,On-Time
INV-003168,42,12374.917627534394,On-Time
INV-003169,35,7366.975890833655,On-Time
INV-003170,6,13399.000496877889,Delayed
INV-003171,39,23716.643787826437,On-Time
INV-003172,23,5038.737222246689,On-Time
INV-003173,25,14414.45885196277,On-Time
INV-003174,50,24048.55355766343,On-Time
INV-003175,43,72740.95956214104,On-Time
INV-003176,19,16113.418405675398,On-Time
INV-003177,5,6336.600151509969,On-Time
INV-003178,11,17860.377437078165,On-Time
INV-003179,12,12499.334675450875,On-Time
INV-003180,10,38260.70062594988,On-Time
INV-003181,8,15710.658928735544,On-Time
INV-003182,24,1464.7405084446466,On-Time
INV-003183,28,883480.5017729611,On-Time
INV-003184,41,25396.414753096502,On-Time
INV-003185,36,24081.31506603872,On-Time
INV-003186,37,4715.404719659348,Delayed
INV-003187,21,5092.024311104715,On-Time
INV-003188,8,20091.47836735817,On-Time
INV-003189,9,30827.77450675996,On-Time
INV-003190,47,44449.72877735994,On-Time
INV-003191,15,27929.469289768716,On-Time
INV-003192,48,6728.165478399843,Delayed
INV-003193,46,1799.984604730088,On-Time
INV-003194,40,19925.939425390683,On-Time
INV-003195,18,12913.458349183918,On-Time
INV-003196,42,6231.848491558722,On-Time
INV-003197,20,50415.71566003545,On-Time
INV-003198,6,4557.015765224548,On-Time
INV-003199,12,40821.690109233554,On-Time
INV-003200,2,5376.871750254869,On-Time
INV-003201,7,25187.136468773428,On-Time
INV-003202,16,56048.59279936665,On-Time
INV-003203,3,15710.2192054853,On-Time
INV-003204,45,119362.4372449867,On-Time
INV-003205,3,149924.38194397613,On-Time
INV-003206,27,27922.134374140347,On-Time
INV-003207,50,37849.96637879401,On-Time
INV-003208,43,63621.63511948351,On-Time
INV-003209,40,37965.24338825072,On-Time
INV-003210,38,34106.498521689566,On-Time
INV-003211,33,13042.005207290362,On-Time
INV-003212,28,4075.0725321708537,On-Time
INV-003213,1,5485.725241958474,On-Time
INV-003214,8,238557.90754286686,On-Time
INV-003215,37,30407.93757657301,On-Time
INV-003216,32,17228.435399006215,On-Time
INV-003217,48,77911.37635409024,On-Time
INV-003218,43,10410.20680221262,On-Time
INV-003219,37,39462.58423464855,On-Time
INV-003220,4,23794.078675551827,On-Time
INV-003221,30,34892.511016289885,On-Time
INV-003222,6,15734.171121034524,On-Time
INV-003223,46,8394.279095201979,On-Time
INV-003224,19,9673.339999135698,On-Time
INV-003225,32,10057.921356883828,On-Time
INV-003226,9,21961.137382967583,On-Time
INV-003227,12,4646.478126785918,On-Time
INV-003228,11,6326.936197784577,On-Time
INV-003229,46,25223.321390308378,Delayed
INV-003230,16,19386.359042387878,On-Time
INV-003231,1,26641.66264368914,On-Time
INV-003232,45,21056.329140317615,On-Time
INV-003233,21,273470.82075969706,On-Time
INV-003234,30,25002.68339751552,On-Time
INV-003235,13,15076.919605636936,On-Time
INV-003236,34,24370.576082957734,On-Time
INV-003237,4,61080.93350363103,On-Time
INV-003238,28,20960.009897053507,On-Time
INV-003239,38,43683.61459168707,On-Time
INV-003240,31,32729.95407679799,On-Time
INV-003241,27,16474.753927722722,On-Time
INV-003242,5,24609.20401465045,Delayed
INV-003243,25,108980.26766120116,On-Time
INV-003244,3,28087.45445740219,On-Time
INV-003245,33,8217.152162974615,Delayed
INV-003246,4,16002.32931586035,On-Time
INV-003247,25,2659.1259306272323,Delayed
INV-003248,20,25270.644554206145,On-Time
INV-003249,34,81802.43940987639,On-Time
INV-003250,26,5759.432542248913,On-Time
INV-003251,5,25584.263502084443,On-Time
INV-003252,35,59008.20646658104,On-Time
INV-003253,28,65587.38359550781,On-Time
INV-003254,29,79205.51207408923,On-Time
INV-003255,9,3400.7326362941876,On-Time
INV-003256,38,36495.014989451265,On-Time
INV-003257,50,4887.493209369761,Delayed
INV-003258,6,8116.610041628307,On-Time
INV-003259,19,50067.24393688113,On-Time
INV-003260,44,25797.867742416976,On-Time
INV-003261,11,45539.53251706907,On-Time
INV-003262,2,8698.304453078368,Delayed
INV-003263,47,96144.07341454497,On-Time
INV-003264,44,43841.40343815116,On-Time
INV-003265,44,53599.66619281215,On-Time
INV-003266,9,7478.841833485906,On-Time
INV-003267,21,71068.62512091555,On-Time
INV-003268,24,16056.008555978531,On-Time
INV-003269,34,11953.432204108403,On-Time
INV-003270,22,41169.93516889909,On-Time
INV-003271,3,39466.66911454753,On-Time
INV-003272,12,9444.43683323045,On-Time
INV-003273,28,172180.91083126445,On-Time
INV-003274,30,135178.387817169,On-Time
INV-003275,26,40337.4316058725,On-Time
INV-003276,48,33874.013050998285,Delayed
INV-003277,21,30631.562979533643,On-Time
INV-003278,28,4675.088509146515,On-Time
INV-003279,26,24656.784821885267,On-Time
INV-003280,33,24331.852705592584,On-Time
INV-003281,21,12381.866642646142,On-Time
INV-003282,35,16165.762001124942,Delayed
INV-003283,34,2035.9292046532041,On-Time
INV-003284,41,7351.995631733202,On-Time
INV-003285,47,55371.83176348943,On-Time
INV-003286,18,124392.46685670386,On-Time
INV-003287,11,8575.111841625358,On-Time
INV-003288,23,26445.694758305188,On-Time
INV-003289,48,66064.20356143042,On-Time
INV-003290,22,13092.37101269177,On-Time
INV-003291,17,43314.735905368,On-Time
INV-003292,5,21294.63206950002,On-Time
INV-003293,44,72431.8927101511,Delayed
INV-003294,11,6109.188695761122,On-Time
INV-003295,30,7298.494487165604,On-Time
INV-003296,15,29130.446245577226,Delayed
INV-003297,27,24250.82944990406,On-Time
INV-003298,35,20820.14077152702,On-Time
INV-003299,33,39176.57067398803,On-Time
INV-003300,20,8684.980517543752,On-Time
INV-003301,16,5600.2380703302,On-Time
INV-003302,34,13358.282613997055,On-Time
INV-003303,2,14938.864343434852,On-Time
INV-003304,35,16584.98121850875,On-Time
INV-003305,40,78358.18514820427,On-Time
INV-003306,28,47591.870927409414,On-Time
INV-003307,47,37542.91167833241,On-Time
INV-003308,39,27501.603598556085,On-Time
INV-003309,6,14268.527894456607,On-Time
INV-003310,9,9377.372103592637,On-Time
INV-003311,20,6653.129199627706,On-Time
INV-003312,1,10998.268711494911,On-Time
INV-003313,8,21101.04853094111,On-Time
INV-003314,23,6939.713705341795,On-Time
INV-003315,3,26095.54157235387,On-Time
INV-003316,4,18134.325772227367,On-Time
INV-003317,25,14804.723858547288,On-Time
INV-003318,47,70370.74495842894,On-Time
INV-003319,38,1880.6662432974977,On-Time
INV-003320,15,15006.976241222763,Delayed
INV-003321,21,2095.531615058294,On-Time
INV-003322,35,27960.908059969464,On-Time
INV-003323,46,47201.52985350555,On-Time
INV-003324,14,5703.833637805647,Delayed
INV-003325,36,6483.024447008709,On-Time
INV-003326,12,4030.7194730115853,On-Time
INV-003327,17,23473.842444287176,On-Time
INV-003328,39,15665.431113149834,On-Time
INV-003329,9,16669.65483227921,On-Time
INV-003330,35,15245.327787667811,On-Time
INV-003331,13,8319.861904261907,On-Time
INV-003332,15,68314.27471192855,On-Time
INV-003333,18,28921.503990706467,On-Time
INV-003334,33,6736.774060046094,On-Time
INV-003335,6,10932.03976106312,On-Time
INV-003336,27,9208.951006511275,On-Time
INV-003337,23,89852.78640503765,On-Time
INV-003338,27,44856.297615135714,On-Time
INV-003339,34,19409.356897462385,On-Time
INV-003340,46,121445.53685809355,On-Time
INV-003341,38,94093.43860054667,On-Time
INV-003342,14,17488.330446610074,On-Time
INV-003343,36,14609.608064707625,On-Time
INV-003344,8,15331.058913960365,On-Time
INV-003345,35,8495.173044275634,On-Time
INV-003346,19,124738.45303239288,On-Time
INV-003347,30,8051.289121763077,On-Time
INV-003348,14,52486.13484071023,On-Time
INV-003349,20,43938.36480201895,On-Time
INV-003350,49,16238.398945833645,On-Time
INV-003351,25,134597.6320665179,On-Time
INV-003352,40,4632.7396026120305,On-Time
INV-003353,24,20339.268371532118,On-Time
INV-003354,14,13506.952543221729,On-Time
INV-003355,26,57560.57498522707,On-Time
INV-003356,38,31368.700154215167,On-Time
INV-003357,23,3915.525478799413,On-Time
INV-003358,22,76075.33997851059,On-Time
INV-003359,48,35791.35715262819,On-Time
INV-003360,19,7820.534159414642,On-Time
INV-003361,46,15526.769770959949,On-Time
INV-003362,3,6003.603102335633,On-Time
INV-003363,42,18567.387756832246,On-Time
INV-003364,19,25594.12129952566,On-Time
INV-003365,9,15761.930370769409,On-Time
INV-003366,28,14038.172427521647,On-Time
INV-003367,20,4390.768865543238,On-Time
INV-003368,45,30860.78186609016,On-Time
INV-003369,7,3214.8802964145357,On-Time
INV-003370,14,22721.786893801953,On-Time
INV-003371,9,3644.025207776732,On-Time
INV-003372,19,23167.48093374475,On-Time
INV-003373,47,21892.097269621794,On-Time
INV-003374,14,32969.724095427264,Delayed
INV-003375,38,52171.19057394634,On-Time
INV-003376,36,62792.3432499079,On-Time
INV-003377,40,4402.630140940442,On-Time
INV-003378,17,20780.990860023725,On-Time
INV-003379,30,164545.2495411015,On-Time
INV-003380,9,24812.44370219261,On-Time
INV-003381,33,9591.685032584217,On-Time
INV-003382,25,20339.068529837015,On-Time
INV-003383,14,15007.930789866086,On-Time
INV-003384,11,6792.279257983078,On-Time
INV-003385,35,52528.133865973374,On-Time
INV-003386,41,39511.717729449556,On-Time
INV-003387,14,5799.29088520163,On-Time
INV-003388,30,20064.862223790984,On-Time
INV-003389,41,12500.655361272904,On-Time
INV-003390,4,4439.99036542696,On-Time
INV-003391,4,5351.75884814487,On-Time
INV-003392,28,6210.770095645447,On-Time
INV-003393,8,20776.34266585275,On-Time
INV-003394,2,13933.440201739711,On-Time
INV-003395,41,8440.628384042266,Delayed
INV-003396,46,14885.114569231644,Delayed
INV-003397,22,46515.22567471312,On-Time
INV-003398,41,31467.045332725258,On-Time
INV-003399,16,59986.13958623212,On-Time
INV-003400,29,17530.318301506468,On-Time
INV-003401,49,109377.14016393978,On-Time
INV-003402,48,31197.08324525463,On-Time
INV-003403,30,13508.6105099247,On-Time
INV-003404,12,24172.038486904654,On-Time
INV-003405,35,6322.841859647581,On-Time
INV-003406,11,16216.992054204771,On-Time
INV-003407,46,33859.47769793521,On-Time
INV-003408,50,40605.93463155565,On-Time
INV-003409,21,14615.498374493965,On-Time
INV-003410,21,339045.7820444167,On-Time
INV-003411,5,18541.97308960299,On-Time
INV-003412,48,4111.758018888504,On-Time
INV-003413,20,74107.14215584965,On-Time
INV-003414,37,40421.912432338235,On-Time
INV-003415,3,27769.367980165043,On-Time
INV-003416,44,13836.690971197704,On-Time
INV-003417,33,32641.72040013386,On-Time
INV-003418,9,111192.28134202783,On-Time
INV-003419,9,26947.153179401186,On-Time
INV-003420,4,5064.275739091515,On-Time
INV-003421,35,696.9027794990348,On-Time
INV-003422,17,32356.15551950528,On-Time
INV-003423,34,8218.035413875254,On-Time
INV-003424,24,19936.096909470787,On-Time
INV-003425,32,9807.693198893021,On-Time
INV-003426,1,9127.900726798722,On-Time
INV-003427,8,10246.852525356147,On-Time
INV-003428,45,11216.314397960841,On-Time
INV-003429,23,47869.60297247539,On-Time
INV-003430,47,39090.85351404317,On-Time
INV-003431,40,6581.455346802196,On-Time
INV-003432,12,7542.170419559762,On-Time
INV-003433,12,32180.691360068602,On-Time
INV-003434,46,63101.66061863342,On-Time
INV-003435,47,62139.76243718888,On-Time
INV-003436,15,8079.547594919112,On-Time
INV-003437,41,59237.580896229505,On-Time
INV-003438,19,3728.384711705323,On-Time
INV-003439,26,17981.80303425708,On-Time
INV-003440,29,35847.40443138991,On-Time
INV-003441,22,2755.061341780921,On-Time
INV-003442,40,178591.60182909796,On-Time
INV-003443,21,83008.24199361667,On-Time
INV-003444,38,42066.37354460736,On-Time
INV-003445,20,8391.47671099197,On-Time
INV-003446,29,20576.32404133206,On-Time
INV-003447,4,48553.432414242045,On-Time
INV-003448,7,7167.6880435684525,On-Time
INV-003449,28,18389.327879181586,On-Time
INV-003450,28,54741.85392281434,On-Time
INV-003451,4,4941.405076726254,On-Time
INV-003452,22,30712.490607843138,On-Time
INV-003453,12,3809.4129328372846,On-Time
INV-003454,45,8571.116168028284,On-Time
INV-003455,3,13298.511548812197,On-Time
INV-003456,22,36811.13326283009,On-Time
INV-003457,44,10929.391394357574,Delayed
INV-003458,2,24972.946835013347,On-Time
INV-003459,24,11078.613999641468,On-Time
INV-003460,34,12956.893315818674,On-Time
INV-003461,27,76930.79325495036,On-Time
INV-003462,41,6972.797747837983,On-Time
INV-003463,1,47058.8381813358,On-Time
INV-003464,8,22003.044618716056,On-Time
INV-003465,23,12387.538803331792,On-Time
INV-003466,38,6519.005858401999,On-Time
INV-003467,6,7000.687887841259,On-Time
INV-003468,22,10523.382607464035,On-Time
INV-003469,25,18957.323358700858,On-Time
INV-003470,18,40275.94357823271,On-Time
INV-003471,17,16313.703515600097,On-Time
INV-003472,12,17442.92058393991,On-Time
INV-003473,6,20252.019109551078,On-Time
INV-003474,26,35481.889538253,On-Time
INV-003475,27,41973.88084602093,On-Time
INV-003476,8,5502.922118619379,On-Time
INV-003477,19,16612.74233221204,On-Time
INV-003478,42,75162.2220495963,On-Time
INV-003479,1,5906.921313216482,On-Time
INV-003480,29,23725.670643361413,On-Time
INV-003481,45,18567.276757972304,On-Time
INV-003482,49,12498.006243681928,On-Time
INV-003483,35,108096.82703224361,On-Time
INV-003484,40,22852.95726801487,Delayed
INV-003485,14,99822.11909335865,Delayed
INV-003486,35,22150.762632559057,On-Time
INV-003487,48,34900.48096465388,On-Time
INV-003488,45,12366.89583729068,On-Time
INV-003489,20,12505.281132948652,On-Time
INV-003490,49,33168.22207951867,On-Time
INV-003491,13,33782.47505911073,On-Time
INV-003492,38,40054.129932442236,On-Time
INV-003493,49,32102.15006055304,On-Time
INV-003494,46,5788.214074554178,Delayed
INV-003495,49,9834.297731961538,On-Time
INV-003496,8,51531.20812606775,On-Time
INV-003497,43,3107.3782232268127,Delayed
INV-003498,20,29513.623270426295,On-Time
INV-003499,33,19694.99656373119,On-Time
INV-003500,26,51512.60775526278,On-Time
INV-003501,39,33410.35584244859,On-Time
INV-003502,21,11339.185171007013,On-Time
INV-003503,49,10836.22494136867,On-Time
INV-003504,42,13058.78709802044,On-Time
INV-003505,43,39342.5947720896,On-Time
INV-003506,41,2203.464823965314,On-Time
INV-003507,9,25780.64883569579,On-Time
INV-003508,24,9108.51903953338,On-Time
INV-003509,37,26657.752765345413,On-Time
INV-003510,49,31085.532173536216,On-Time
INV-003511,41,4178.357129623765,On-Time
INV-003512,17,17555.69316227091,On-Time
INV-003513,24,25734.051546677016,On-Time
INV-003514,21,24051.438707807953,On-Time
INV-003515,39,19492.77273512573,On-Time
INV-003516,41,6497.108301380208,Delayed
INV-003517,39,7565.638082694599,On-Time
INV-003518,13,5552.217504190735,Delayed
INV-003519,11,38332.20068296205,On-Time
INV-003520,46,19622.44137183354,On-Time
INV-003521,19,20915.52030539186,On-Time
INV-003522,11,4001.8280818204744,On-Time
INV-003523,13,21298.612372380976,On-Time
INV-003524,46,41507.81791549228,On-Time
INV-003525,45,3491.757343995432,On-Time
INV-003526,1,12894.984821814875,On-Time
INV-003527,40,4580.900476879176,On-Time
INV-003528,44,14468.337574180629,On-Time
INV-003529,19,8946.414374327498,On-Time
INV-003530,12,32238.24738519741,On-Time
INV-003531,8,26088.23077435308,On-Time
INV-003532,8,80137.9181055572,On-Time
INV-003533,45,20866.95634557471,On-Time
INV-003534,12,30899.268890499035,On-Time
INV-003535,48,12610.593811221133,On-Time
INV-003536,33,7309.537993562211,On-Time
INV-003537,45,50754.84877425905,On-Time
INV-003538,26,76363.11369649787,On-Time
INV-003539,39,44607.42924955766,Delayed
INV-003540,28,25115.190044552455,On-Time
INV-003541,5,8315.748831793298,On-Time
INV-003542,8,68983.88278212711,On-Time
INV-003543,25,39320.81555935861,On-Time
INV-003544,27,166854.69274725675,On-Time
INV-003545,46,6943.602768870067,On-Time
INV-003546,23,52185.84148955612,On-Time
INV-003547,30,38143.34219140442,On-Time
INV-003548,45,15646.034851612052,On-Time
INV-003549,47,86149.10733960626,On-Time
INV-003550,23,32936.77680389066,On-Time
INV-003551,49,8630.925077364791,On-Time
INV-003552,47,19568.198142630892,On-Time
INV-003553,20,8528.264768587524,On-Time
INV-003554,18,13787.039795445098,On-Time
INV-003555,18,44525.89252957331,On-Time
INV-003556,2,59235.366241976924,On-Time
INV-003557,4,27479.961183238047,On-Time
INV-003558,30,10403.786687330203,On-Time
INV-003559,33,32260.80872692008,On-Time
INV-003560,36,45406.004725405706,On-Time
INV-003561,18,3065.2617817640203,On-Time
INV-003562,37,24747.475802820853,Delayed
INV-003563,19,18211.530230177737,On-Time
INV-003564,47,57165.80908675183,On-Time
INV-003565,28,32392.725820518444,On-Time
INV-003566,40,35751.65002036179,On-Time
INV-003567,20,13603.590355608256,On-Time
INV-003568,49,22062.877348242255,On-Time
INV-003569,33,56595.51211560831,On-Time
INV-003570,12,20642.766924487827,On-Time
INV-003571,15,26230.2749671385,On-Time
INV-003572,41,4741.186508235692,On-Time
INV-003573,39,20567.346250896004,On-Time
INV-003574,2,2945.4003581660486,On-Time
INV-003575,29,13145.767604676508,On-Time
INV-003576,41,23470.87471695633,On-Time
INV-003577,10,47430.97591136185,On-Time
INV-003578,2,8109.893836241633,On-Time
INV-003579,11,32006.17536980937,On-Time
INV-003580,13,95654.05846717396,On-Time
INV-003581,10,11605.752209134796,Delayed
INV-003582,14,4688.8708629096645,On-Time
INV-003583,18,29432.063581208255,On-Time
INV-003584,9,6687.5508403032945,On-Time
INV-003585,39,9710.87263070017,On-Time
INV-003586,28,55455.542444810366,On-Time
INV-003587,3,143903.65258828158,On-Time
INV-003588,20,8097.493786086404,On-Time
INV-003589,6,10536.284650336764,On-Time
INV-003590,27,14187.705200509236,On-Time
INV-003591,2,12736.051433044093,On-Time
INV-003592,29,152252.02923804647,On-Time
INV-003593,38,12957.527473147145,On-Time
INV-003594,3,14946.733881318414,On-Time
INV-003595,16,110877.07932078883,On-Time
INV-003596,30,39209.577171557015,On-Time
INV-003597,40,59035.79494752248,On-Time
INV-003598,2,8900.717113079629,On-Time
INV-003599,17,12962.557868442696,On-Time
INV-003600,41,7787.550457130724,On-Time
INV-003601,12,49082.68215839989,On-Time
INV-003602,35,74999.98614487592,On-Time
INV-003603,43,12091.108549183757,On-Time
INV-003604,1,15302.303890086208,On-Time
INV-003605,45,15986.660503616027,On-Time
INV-003606,15,4688.068799084637,On-Time
INV-003607,26,11228.134565675622,On-Time
INV-003608,37,47727.651969125836,On-Time
INV-003609,21,9178.155115018737,On-Time
INV-003610,49,24172.7649283603,On-Time
INV-003611,31,5954.967508098713,On-Time
